read_id	protein_id	family	evalue	bitscore	pident	aln_len
SRR28636386.12366617	A0A0G4NCV0	Cutinase_like	1.11e-09	50.4	51.9	52
SRR28636386.12375411	A0A0A2DGG5	AlkB	7.89e-13	59.3	65.4	52
SRR28636386.12384259	Q168D2	Cutinase_like	9.61e-14	62.0	64.0	50
SRR28636386.12384281	Q168D2	Cutinase_like	9.61e-14	62.0	64.0	50
SRR28636386.12393802	G1C7H9	AlkB	7.65e-12	56.6	48.0	50
SRR28636386.12403154	A9CMS7	AlkB	5.2e-20	79.7	66.0	50
SRR28636386.12410167	A0A1X0BAF1	AlkB	2.82e-15	66.2	60.0	50
SRR28636386.12423201	A0A9Q7NSE2	AlkB	1.68e-28	99.4	94.0	50
SRR28636386.12423209	A0A9Q7NSE2	AlkB	1.68e-28	99.4	94.0	50
SRR28636386.12423289	A0A538SMW8	Cutinase_like	4.98e-17	69.7	70.0	50
SRR28636386.12426241	G1C7H9	AlkB	3.41e-22	85.5	80.0	50
SRR28636386.12453187	A0ABR6V9Y3	AlkB	1.24e-33	112	100.0	50
SRR28636386.12467984	A0ABQ1SA56	AlkB	1.01e-25	94.4	90.0	50
SRR28636386.12492082	A0A1S9RVN2	Cutinase_like	2.11e-17	72.4	64.0	50
SRR28636386.12495870	A0A1S9RVN2	Cutinase_like	2.27e-18	75.1	68.0	50
SRR28636386.12498090	A0AAN5C2R9	Cutinase_like	2.28e-15	66.6	66.0	50
SRR28636386.12510727	Q5F4D8	AlkB	8.44e-07	42.4	42.0	50
SRR28636386.12539088	A0AAN5C2R9	Cutinase_like	3.01e-06	40.8	37.3	51
SRR28636386.12539637	A0AAN5C2R9	Cutinase_like	3.01e-06	40.8	37.3	51
SRR28636386.12540796	A0ABQ0W1F0	AlkB	1.7e-19	77.8	68.0	50
SRR28636386.12548195	A0A0H0AG54	AlkB	9.2e-32	110	100.0	50
SRR28636386.12548327	A0A0H0AG54	AlkB	9.2e-32	110	96.0	50
SRR28636386.12550543	A0AAN5C2R9	Cutinase_like	2.43e-10	52.4	44.0	50
SRR28636386.12572790	Q5F4D8	AlkB	1.52e-22	86.7	82.0	50
SRR28636386.12575065	A0ABU5L3N9	AlkB	1.43e-29	102	94.0	50
SRR28636386.12575090	A0ABU5L3N9	AlkB	1.43e-29	102	94.0	50
SRR28636386.12591785	A0ABY6Y3A1	AlkB	8.03e-13	59.3	60.0	50
SRR28636386.12599281	A0AAN5C2R9	Cutinase_like	4.09e-09	48.9	48.1	52
SRR28636386.12617788	A0A1X1UCC7	AlkB	5.32e-06	40.0	46.0	50
SRR28636386.12626493	A0ABY3ZGG7	AlkB	6.27e-14	61.2	56.0	50
SRR28636386.12626769	A0A0N7H9C9	AlkB	9.92e-10	50.1	46.0	50
SRR28636386.12636132	A0ABQ1F8A1	AlkB	2.21e-26	96.3	92.0	50
SRR28636386.12641576	Q9AP11	AlkB	2.41e-07	43.9	50.0	50
SRR28636386.12654433	A0A922NQS1	Cutinase_like	1.53e-09	50.1	52.9	51
SRR28636386.12654692	A0A922NQS1	Cutinase_like	1.53e-09	50.1	52.9	51
SRR28636386.12663963	A0A286RH75	Cutinase_like	5.34e-06	40.0	46.3	54
SRR28636386.12678047	A0A0W1R4J3	AlkB	6.75e-08	45.4	44.0	50
SRR28636386.12679431	Q5F4D8	AlkB	7.59e-09	48.1	48.0	50
SRR28636386.12679651	A0A0W1R4J3	AlkB	6.75e-08	45.4	44.0	50
SRR28636386.12699931	Q9AP11	AlkB	2.98e-06	40.8	46.0	50
SRR28636386.12700112	J2EKB5	Cutinase_like	7.69e-16	67.8	68.0	50
SRR28636386.12705031	A0A096A6W6	AlkB	9.29e-08	45.1	42.0	50
SRR28636386.12706948	A0A0N0U9H2	AlkB	2.11e-09	49.7	38.5	52
SRR28636386.12714321	A0A1Z5KRP3	AlkB	1.11e-09	50.4	43.4	53
SRR28636386.12715710	A0A0N0NQW2	Cutinase_like	2.09e-06	41.2	43.1	51
SRR28636386.12723162	A0A165Z799	AlkB	4.01e-21	80.1	68.0	50
SRR28636386.12723232	A0AAE2JQM8	AlkB	2.27e-25	93.6	96.0	50
SRR28636386.12731807	A0ABQ5Z4K7	AlkB	1.16e-20	80.9	74.0	50
SRR28636386.12735718	A0A1Y5SMM4	AlkB	3.22e-22	85.5	74.0	50
SRR28636386.12742726	A0AAP8QDB7	AlkB	5.53e-17	70.9	58.0	50
SRR28636386.12744957	A0A2Z2P0Q7	MHETase_like	2.67e-08	46.6	44.1	59
SRR28636386.12748629	A0A4V1E0S7	AlkB	3.4e-24	90.9	78.0	50
SRR28636386.12751899	A0A9W9D218	Cutinase_like	6.63e-11	53.9	50.0	50
SRR28636386.12765816	A0A2N6VL97	AlkB	2.53e-11	55.1	58.8	51
SRR28636386.12766311	A0A370KPF8	AlkB	7.26e-16	67.8	66.0	50
SRR28636386.12769115	A0A370KPF8	AlkB	6.83e-15	65.1	64.0	50
SRR28636386.12773986	A0A1E1JTL6	Cutinase_like	2.42e-10	52.4	49.0	51
SRR28636386.12793013	A0AAN5C2R9	Cutinase_like	6.95e-11	53.9	58.0	50
SRR28636386.12793275	D3B1Q5	Cutinase_like	9.88e-06	39.3	39.6	53
SRR28636386.12810866	A0A2N3J077	Cutinase_like	2.43e-27	99.4	94.0	50
SRR28636386.12819882	A9CMS7	AlkB	1.24e-10	53.1	49.1	57
SRR28636386.12820750	C6CKU7	Cutinase_like	6.55e-27	98.2	92.0	50
SRR28636386.12823297	A0A327M8K1	AlkB	2.67e-11	55.1	50.0	50
SRR28636386.12825027	A0ABS0FB21	AlkB	1.27e-10	53.1	52.0	50
SRR28636386.12840009	A0AAX3YY98	AlkB	3.93e-29	100	96.0	50
SRR28636386.12844446	A0AAN5C2R9	Cutinase_like	5.64e-06	40.0	42.3	52
SRR28636386.12854162	A0A919F9G9	AlkB	1.13e-21	81.3	76.0	50
SRR28636386.12861279	A0AAN5C2R9	Cutinase_like	1.45e-11	55.8	56.0	50
SRR28636386.12865242	A0AAN5C2R9	Cutinase_like	1.62e-12	58.5	54.0	50
SRR28636386.12865555	G1C7R7	AlkB	6.61e-16	64.7	60.0	50
SRR28636386.12868353	Q5F4D8	AlkB	5.04e-11	54.3	56.0	50
SRR28636386.12873218	A0A8H5N5T4	Cutinase_like	5.64e-06	40.0	46.2	52
SRR28636386.12885150	A0A401L182	Cutinase_like	6.22e-07	42.7	42.0	50
SRR28636386.12888814	A0A917Q8D6	AlkB	2.16e-23	88.6	84.0	50
SRR28636386.12895675	A0A3T1D4I6	AlkB	2.26e-26	96.3	90.0	50
SRR28636386.12897853	A0A098SFJ9	AlkB	3.33e-14	62.0	50.0	50
SRR28636386.12902276	A0A9W9D218	Cutinase_like	3.51e-08	46.2	40.4	57
SRR28636386.12904357	A0ABW3HCW7	AlkB	1.23e-07	44.7	43.1	65
SRR28636386.12904842	A0A0H0AG54	AlkB	1.81e-31	109	100.0	50
SRR28636386.12910215	A0A919XRH9	AlkB	1.45e-15	67.0	70.0	50
SRR28636386.12911918	A0A7W8XJQ4	Cutinase_like	8.99e-21	81.3	72.0	50
SRR28636386.12915340	G1C7H9	AlkB	1.78e-22	86.3	78.0	50
SRR28636386.12918792	A0A1X1UCC7	AlkB	2.12e-12	58.2	50.0	50
SRR28636386.12921001	A0A8H6D6M8	Cutinase_like	1.98e-11	55.5	52.0	50
SRR28636386.12930022	A0ABM8C2J5	AlkB	9.71e-16	67.4	62.0	50
SRR28636386.12934558	A0A0P9CMX4	AlkB	5.54e-22	85.1	82.0	50
SRR28636386.12955543	W4LRR3	AlkB	4.2e-22	84.7	74.0	50
SRR28636386.12955851	G1C7H9	AlkB	4.82e-14	62.8	52.7	55
SRR28636386.12959350	A0ABQ1JGM9	AlkB	1.66e-10	52.8	60.8	51
SRR28636386.12971438	A0A0G4NCV0	Cutinase_like	5.07e-11	54.3	50.8	61
SRR28636386.12973558	A0A254U2U8	Cutinase_like	5.32e-09	48.5	40.0	55
SRR28636386.12983765	Q5F4D8	AlkB	2.17e-18	75.1	66.0	50
SRR28636386.9155	Q5F4D8	AlkB	1.69e-10	52.8	54.0	50
SRR28636386.12719	A0ABQ2I351	AlkB	1.52e-26	96.7	90.0	50
SRR28636386.15512	A0ABQ2I351	AlkB	1.52e-26	96.7	90.0	50
SRR28636386.22134	A0ABX3N1Y0	AlkB	4.37e-22	84.7	86.0	50
SRR28636386.30065	A0A0R3KEM9	AlkB	7.62e-06	39.7	39.3	56
SRR28636386.31772	A0A6V7C0V6	MHETase_like	2.17e-09	49.7	37.3	51
SRR28636386.37071	G1C7H9	AlkB	3.79e-18	74.3	64.0	50
SRR28636386.44424	A0A254U2U8	Cutinase_like	4.07e-06	40.4	39.7	58
SRR28636386.47980	A0A1A3CCI3	AlkB	9.37e-11	53.5	50.0	54
SRR28636386.58542	A0A316YF96	Cutinase_like	2.3e-07	43.9	49.1	53
SRR28636386.93086	A0A2R8CH46	MHETase_like	1.98e-11	55.5	50.0	50
SRR28636386.94393	A0ABQ6BMW0	AlkB	1.42e-25	94.0	86.0	50
SRR28636386.105176	A0ABX0G5C4	AlkB	1.1e-20	81.3	74.0	50
SRR28636386.105441	A0ABX0G5C4	AlkB	5.51e-20	79.3	72.0	50
SRR28636386.111245	A0A3R9AL34	AlkB	4.36e-20	79.7	94.0	50
SRR28636386.118230	A0ABQ6BMW0	AlkB	5.31e-06	40.0	48.0	50
SRR28636386.123156	A0A3E0VPH7	AlkB	2.15e-24	90.9	84.0	50
SRR28636386.125404	A0A3E0VPH7	AlkB	2.15e-24	90.9	84.0	50
SRR28636386.125856	A0A0D1YDG7	Cutinase_like	3.62e-19	77.4	70.0	50
SRR28636386.132464	A0A1C7N448	Cutinase_like	1.53e-06	41.6	45.3	53
SRR28636386.147875	D2BVX5	Cutinase_like	1.75e-27	99.8	94.0	50
SRR28636386.147876	D2BVX5	Cutinase_like	9.12e-27	97.8	92.0	50
SRR28636386.153396	A0A8H6D6M8	Cutinase_like	3.68e-08	46.2	46.2	52
SRR28636386.154531	A0A2N3J077	Cutinase_like	6.58e-26	95.5	92.0	50
SRR28636386.158798	A0ABQ0W1F0	AlkB	7.93e-17	70.5	66.0	50
SRR28636386.164639	A0A0H0AG54	AlkB	1.29e-31	110	100.0	50
SRR28636386.168646	G1C7R7	AlkB	2.04e-17	68.6	60.8	51
SRR28636386.168780	G1C7R7	AlkB	2.04e-17	68.6	60.8	51
SRR28636386.169208	G1C7R7	AlkB	1.64e-16	66.2	58.8	51
SRR28636386.169619	G1C7R7	AlkB	2.04e-17	68.6	60.8	51
SRR28636386.171168	A0ABY6Y3A1	AlkB	1.43e-16	69.7	62.0	50
SRR28636386.172316	A0ABY6Y3A1	AlkB	1.43e-16	69.7	62.0	50
SRR28636386.180151	A0A840CFY5	AlkB	2.62e-22	85.5	74.0	50
SRR28636386.185857	A0A382EE29	Cutinase_like	8.92e-16	67.8	60.0	50
SRR28636386.191172	A0ABN7YNI5	MHETase_like	9.05e-11	53.5	56.0	50
SRR28636386.191173	A0ABN7YNI5	MHETase_like	4.84e-11	54.3	56.0	50
SRR28636386.199536	A0A559KL13	Cutinase_like	3.8e-14	63.2	50.0	50
SRR28636386.202238	A0ABQ1HDS1	AlkB	4.04e-09	48.9	42.0	50
SRR28636386.202572	A0A919XRH9	AlkB	4.39e-13	60.1	56.9	51
SRR28636386.214576	A0A0P9CMX4	AlkB	7.69e-12	56.6	52.7	55
SRR28636386.218038	A0A1E7R420	AlkB	1.1e-25	94.4	90.0	50
SRR28636386.229342	A0AAE2JQM8	AlkB	7.48e-29	102	100.0	50
SRR28636386.231703	A0A5J4RG58	MHETase_like	1.97e-11	55.5	48.0	50
SRR28636386.231758	A0A5J4RG58	MHETase_like	2.7e-11	55.1	48.0	50
SRR28636386.237188	A0A3S8UBZ6	AlkB	2.1e-25	94.0	84.0	50
SRR28636386.243912	A0ABQ1F8A1	AlkB	1.58e-26	96.7	92.0	50
SRR28636386.249601	A0A1S9RVN2	Cutinase_like	9.6e-17	70.5	62.0	50
SRR28636386.250891	A0A922NQS1	Cutinase_like	2.1e-06	41.2	41.2	51
SRR28636386.255498	A0ABQ1PIU2	AlkB	5.65e-18	73.6	64.0	50
SRR28636386.260710	A0ABY6Y3A1	AlkB	5.91e-23	87.0	84.0	50
SRR28636386.284055	A0A1S8ATA1	AlkB	2.11e-09	49.7	50.0	50
SRR28636386.291138	A0A3R9AL34	AlkB	1.92e-29	105	100.0	50
SRR28636386.293301	A0ABS0FB21	AlkB	2.96e-16	68.9	60.0	50
SRR28636386.301915	G1C7R7	AlkB	3.11e-19	73.2	64.0	50
SRR28636386.307103	A0ABX3N1Y0	AlkB	1.1e-25	94.4	86.0	50
SRR28636386.324322	A0A286RH75	Cutinase_like	6.18e-10	51.2	50.0	54
SRR28636386.326561	A0ABM6I1V7	AlkB	8.2e-22	84.0	84.0	50
SRR28636386.338722	G1C7H9	AlkB	2.14e-19	77.8	67.3	55
SRR28636386.342330	A0ABR4TKH4	AlkB	3.25e-20	79.7	74.0	50
SRR28636386.349142	A0A0G4NCV0	Cutinase_like	1.11e-09	50.4	48.1	52
SRR28636386.359812	A0ABM6IFC6	AlkB	3.44e-15	65.9	60.8	51
SRR28636386.371948	A0AAN5C2R9	Cutinase_like	1.05e-08	47.8	47.1	51
SRR28636386.372121	A0AAN5C2R9	Cutinase_like	1.05e-08	47.8	47.1	51
SRR28636386.399129	A0AAE2JQM8	AlkB	2.36e-23	88.2	88.0	50
SRR28636386.411923	A9CMS7	AlkB	3.84e-17	71.6	64.0	50
SRR28636386.414793	A0A0D1YDG7	Cutinase_like	1.59e-06	41.6	36.0	50
SRR28636386.429079	A0A922NQS1	Cutinase_like	1.62e-12	58.5	53.8	52
SRR28636386.437552	A0A316YF96	Cutinase_like	1.29e-07	44.7	48.1	52
SRR28636386.441732	G1C7H9	AlkB	4.99e-24	90.5	78.0	50
SRR28636386.442097	A0A2R8CAB2	MHETase_like	1.32e-13	61.6	54.0	50
SRR28636386.448459	A0A037ZM07	AlkB	4.65e-26	95.9	80.0	50
SRR28636386.454011	A0A316YF96	Cutinase_like	5.65e-12	57.0	48.0	50
SRR28636386.456329	A0A9P5AHW0	Cutinase_like	6.23e-07	42.7	47.1	51
SRR28636386.468624	A0A9Q7NSE2	AlkB	3.26e-34	114	100.0	50
SRR28636386.468802	A0A4P6ZCX2	AlkB	3.32e-15	64.7	58.0	50
SRR28636386.470913	A0A090G6K5	AlkB	9.37e-24	87.0	74.0	50
SRR28636386.484306	A0A165Z799	AlkB	6.76e-19	74.3	66.0	50
SRR28636386.484558	A0A100Y1W8	AlkB	6.28e-13	59.7	58.8	51
SRR28636386.503048	A0A9W6J1J4	AlkB	1.28e-10	53.1	42.0	50
SRR28636386.508640	A0A2T4Y3X6	AlkB	1.46e-26	96.7	98.0	50
SRR28636386.509561	A0AAN5C2R9	Cutinase_like	7.66e-09	48.1	47.1	51
SRR28636386.509800	A0AAN5C2R9	Cutinase_like	7.66e-09	48.1	47.1	51
SRR28636386.518562	A0A936ZVA5	AlkB	4.47e-10	51.6	46.0	50
SRR28636386.520265	A0ABW5LNM4	AlkB	4.47e-10	51.6	50.0	50
SRR28636386.523554	A0A0F2LV31	Cutinase_like	5.93e-07	42.7	42.0	50
SRR28636386.530768	A0A9W9D218	Cutinase_like	2.21e-12	58.2	54.7	53
SRR28636386.550425	A0A9Q7NSE2	AlkB	2.98e-29	101	84.0	50
SRR28636386.552980	A0ABY6Y3A1	AlkB	3.08e-22	85.1	78.0	50
SRR28636386.556206	A0A0K9YXE1	AlkB	5.87e-17	70.9	62.0	50
SRR28636386.558886	A0A0K9YXE1	AlkB	5.87e-17	70.9	62.0	50
SRR28636386.580239	A0A9W9D218	Cutinase_like	2.12e-12	58.2	54.7	53
SRR28636386.581984	A0ABQ4SDE2	MHETase_like	1.59e-06	41.6	34.5	58
SRR28636386.592754	A0AAW6QUD3	Cutinase_like	1.63e-07	44.3	46.2	52
SRR28636386.614256	G1C7H9	AlkB	1.57e-15	67.0	62.0	50
SRR28636386.633559	A0A0P9CMX4	AlkB	2.12e-22	86.3	82.0	50
SRR28636386.637070	F2KF27	Cutinase_like	1.49e-20	80.5	70.0	50
SRR28636386.640539	A0A0P8X0D6	Cutinase_like	4.44e-10	51.6	47.1	51
SRR28636386.646561	A0ABX3MNN6	AlkB	2.12e-24	90.9	88.0	50
SRR28636386.663860	A0A437K1W0	AlkB	4.61e-27	98.2	86.0	50
SRR28636386.669370	A0ABU9NN15	AlkB	3.38e-23	87.4	76.0	50
SRR28636386.670243	A0ABC9U9D7	Cutinase_like	3.23e-28	101	100.0	50
SRR28636386.684222	A0ABQ5TAM8	AlkB	6.07e-22	84.3	76.0	50
SRR28636386.712868	A0AAN5C2R9	Cutinase_like	3.18e-07	43.5	47.1	51
SRR28636386.723171	A0A0H0AG54	AlkB	2.01e-29	104	100.0	50
SRR28636386.723356	A0A0H0AG54	AlkB	2.01e-29	104	100.0	50
SRR28636386.725587	G1C7R7	AlkB	8.56e-14	59.3	52.0	50
SRR28636386.752926	A0A4Z0MA04	Cutinase_like	1.14e-15	67.4	62.0	50
SRR28636386.788295	A0AAN5C2R9	Cutinase_like	8.54e-07	42.4	43.1	51
SRR28636386.789687	A0A8J3EB77	AlkB	4.06e-06	40.4	36.2	58
SRR28636386.791129	Q5F4D8	AlkB	9.57e-17	70.5	68.0	50
SRR28636386.811290	A0A8J3RQR6	AlkB	1.22e-07	44.7	40.0	50
SRR28636386.815650	A0A411YXC7	AlkB	3.41e-25	93.6	86.0	50
SRR28636386.815682	A0A837FD05	AlkB	1.09e-25	94.4	92.0	50
SRR28636386.817536	A0A517L0X3	Cutinase_like	3.32e-10	52.0	48.0	50
SRR28636386.817925	A0A0C5BFN6	AlkB	1.59e-16	69.7	66.0	50
SRR28636386.821255	A0A1J6I142	Cutinase_like	4.07e-21	82.4	78.0	50
SRR28636386.831973	A0AAN5C2R9	Cutinase_like	1.67e-15	67.0	70.0	50
SRR28636386.832000	A0AAN5C2R9	Cutinase_like	1.49e-14	64.3	70.0	50
SRR28636386.869027	A0AAN5C2R9	Cutinase_like	2.19e-06	41.2	42.0	50
SRR28636386.874476	A0A922NQS1	Cutinase_like	3.17e-07	43.5	50.0	50
SRR28636386.888689	A0A9P5AHW0	Cutinase_like	1.53e-06	41.6	33.3	57
SRR28636386.889696	A0A9P5AHW0	Cutinase_like	1.53e-06	41.6	33.3	57
SRR28636386.893965	J4UWC3	Cutinase_like	2.17e-09	49.7	44.0	50
SRR28636386.907705	A0A918UKU4	Cutinase_like	1.04e-08	47.8	43.1	51
SRR28636386.919116	A0ABQ6CYQ0	AlkB	1.06e-12	58.9	56.9	51
SRR28636386.926627	A0A254U084	Cutinase_like	2.43e-10	52.4	47.1	51
SRR28636386.928992	A0ABQ4SDE2	MHETase_like	4.51e-07	43.1	36.2	58
SRR28636386.939839	A0A0D1YDG7	Cutinase_like	2.17e-09	49.7	44.0	50
SRR28636386.940212	A0A0D1YDG7	Cutinase_like	2.17e-09	49.7	44.0	50
SRR28636386.944027	A0A919XRH9	AlkB	3.2e-13	60.5	56.9	51
SRR28636386.956843	A0A917Q8D6	AlkB	1.94e-19	77.8	68.0	50
SRR28636386.975304	A0A3S8UBZ6	AlkB	1.09e-23	89.4	86.0	50
SRR28636386.991737	A0A9P9FAE1	Cutinase_like	7.65e-06	39.7	36.0	50
SRR28636386.995761	A0AAW3H9W2	AlkB	1.03e-29	105	98.0	50
SRR28636386.999241	A0ABM6I1V7	AlkB	3.05e-22	85.1	80.0	50
SRR28636386.1020445	A0ABW3HCW7	AlkB	2.42e-10	52.4	42.0	50
SRR28636386.1020543	A0ABW3HCW7	AlkB	8.49e-10	50.8	40.0	50
SRR28636386.1020987	A0ABW3HCW7	AlkB	7.63e-09	48.1	40.0	50
SRR28636386.1027775	A0A922NQS1	Cutinase_like	3.71e-11	54.7	52.0	50
SRR28636386.1036977	A0A9P5AHW0	Cutinase_like	1.7e-10	52.8	48.0	50
SRR28636386.1042010	A0ABW3HCW7	AlkB	8.12e-10	50.8	48.1	52
SRR28636386.1049960	A0A9W9EYN0	Cutinase_like	2.87e-16	68.9	60.0	50
SRR28636386.1058342	A0A1S9RVN2	Cutinase_like	5.82e-15	65.5	53.8	52
SRR28636386.1066709	A0AAN5C2R9	Cutinase_like	8.16e-07	42.4	47.1	51
SRR28636386.1071228	A0A254U2U8	Cutinase_like	1.11e-09	50.4	47.3	55
SRR28636386.1083180	A0A9P5AHW0	Cutinase_like	1.77e-07	44.3	42.0	50
SRR28636386.1083717	Q5F4D8	AlkB	6.18e-10	51.2	49.0	51
SRR28636386.1084928	A0A833PRI7	MHETase_like	2.32e-10	52.4	54.7	53
SRR28636386.1090746	A0A0F1B6D0	AlkB	5.88e-24	89.7	98.0	50
SRR28636386.1096949	A0A3E0VKE6	AlkB	2.91e-25	93.2	84.0	50
SRR28636386.1102635	A0AAN5C2R9	Cutinase_like	6.35e-13	59.7	54.0	50
SRR28636386.1109069	A0AAN5C2R9	Cutinase_like	4.12e-06	40.4	40.0	50
SRR28636386.1109252	A0AAN5C2R9	Cutinase_like	4.12e-06	40.4	40.0	50
SRR28636386.1111496	A0AAE2E906	AlkB	4.97e-31	108	98.0	50
SRR28636386.1119500	G1C7H9	AlkB	3.89e-06	40.4	48.1	52
SRR28636386.1120181	A0ABW6WV85	Cutinase_like	1.11e-06	42.0	48.0	50
SRR28636386.1127131	A9F397	AlkB	2.21e-26	95.9	82.0	50
SRR28636386.1152190	H2DK29	AlkB	1.09e-25	91.3	80.0	50
SRR28636386.1152191	H2DK29	AlkB	1.09e-25	91.3	80.0	50
SRR28636386.1152451	A0A7W8XJQ4	Cutinase_like	2.43e-23	88.2	90.0	50
SRR28636386.1155661	A0A1E7LQY9	AlkB	3.61e-11	54.7	48.0	50
SRR28636386.1161291	A0ABR7MBV8	AlkB	1.94e-25	94.7	76.0	50
SRR28636386.1161667	A0A1B3XJB5	AlkB	7.82e-17	70.5	64.0	50
SRR28636386.1165790	G1C7R7	AlkB	4.67e-16	65.1	60.0	50
SRR28636386.1186951	A0A9W9D218	Cutinase_like	1.16e-09	50.4	47.1	51
SRR28636386.1199161	A0A1C2DYH8	AlkB	1.24e-22	86.3	86.0	50
SRR28636386.1201780	A0A6P2GGD3	AlkB	5.25e-12	57.0	56.0	50
SRR28636386.1210294	A0A922NQS1	Cutinase_like	5.39e-06	40.0	41.2	51
SRR28636386.1212873	A0A1S9RVN2	Cutinase_like	7.14e-22	85.1	80.4	51
SRR28636386.1221005	G1C7R7	AlkB	1.64e-16	66.2	60.8	51
SRR28636386.1222248	A0A538SMW8	Cutinase_like	3.16e-10	51.6	51.0	51
SRR28636386.1224834	A0A0D6JC24	AlkB	5.87e-22	82.4	74.0	50
SRR28636386.1227096	A0ABM6IFC6	AlkB	9.54e-16	67.4	60.8	51
SRR28636386.1227598	A0A512N561	AlkB	5.89e-27	98.2	90.0	50
SRR28636386.1230119	A0ABQ1UKW1	AlkB	4.57e-20	79.3	74.0	50
SRR28636386.1238054	A0A074K8M8	Cutinase_like	6.49e-16	68.2	64.0	50
SRR28636386.1244642	A0A316YF96	Cutinase_like	4.42e-18	74.3	72.0	50
SRR28636386.1244824	D3B1Q5	Cutinase_like	1.77e-08	47.0	47.1	51
SRR28636386.1244946	D3B1Q5	Cutinase_like	1.77e-08	47.0	47.1	51
SRR28636386.1245635	G1C7R7	AlkB	3.84e-09	47.4	48.0	50
SRR28636386.1250294	Q5F4D8	AlkB	3.37e-16	68.9	60.0	50
SRR28636386.1265946	A0A3T1D4I6	AlkB	4.33e-13	60.1	48.0	50
SRR28636386.1274295	A0A1H2TD82	AlkB	1.7e-25	94.4	86.0	50
SRR28636386.1284506	A0A316YF96	Cutinase_like	3.7e-11	54.7	51.7	58
SRR28636386.1284901	A0AAN5C2R9	Cutinase_like	4.55e-07	43.1	36.5	52
SRR28636386.1303469	G1C7H9	AlkB	5.11e-27	98.6	86.0	50
SRR28636386.1305982	A0A0A2DGG5	AlkB	3.7e-12	57.4	64.7	51
SRR28636386.1320738	A0ABQ4NLK9	AlkB	1.24e-26	93.6	90.0	50
SRR28636386.1320764	A0AA48HK42	AlkB	2.33e-24	88.6	80.0	50
SRR28636386.1329514	G1C7H9	AlkB	1.15e-06	42.0	44.0	50
SRR28636386.1340532	A0A1X1UCC7	AlkB	6.54e-14	62.4	60.0	50
SRR28636386.1342224	A0A9P7RJB1	Cutinase_like	1.87e-08	47.0	42.0	50
SRR28636386.1342594	A0A9P7RJB1	Cutinase_like	4.34e-07	43.1	42.0	50
SRR28636386.1344221	A0A0G4NCV0	Cutinase_like	1.52e-06	41.6	45.5	55
SRR28636386.1349034	A0A0D1YDG7	Cutinase_like	3.15e-07	43.5	43.1	51
SRR28636386.1349406	A0A085TVH9	AlkB	1.26e-28	102	96.0	50
SRR28636386.1350342	A0A9P4TBT9	Cutinase_like	1e-16	70.5	56.0	50
SRR28636386.1351956	A0A6P2GGD3	AlkB	9.86e-12	56.2	58.0	50
SRR28636386.1370446	A0A1V2ICM1	AlkB	1.58e-09	50.1	52.0	50
SRR28636386.1378108	A0A1S9RVN2	Cutinase_like	4.11e-20	80.1	66.0	50
SRR28636386.1415320	A0A2N3J077	Cutinase_like	8.82e-23	87.0	80.0	50
SRR28636386.1430799	A0A7W8XJQ4	Cutinase_like	4.67e-21	82.0	72.0	50
SRR28636386.1452011	A9CMS7	AlkB	3.02e-21	83.2	70.0	50
SRR28636386.1457367	T5AAK8	Cutinase_like	7.61e-09	48.1	47.1	51
SRR28636386.1473933	J4UWC3	Cutinase_like	3.29e-07	43.5	44.0	50
SRR28636386.1479591	A0AAW6QUD3	Cutinase_like	2.63e-10	52.0	54.9	51
SRR28636386.1480012	A9CMS7	AlkB	1.18e-12	58.9	49.0	51
SRR28636386.1482596	A0A9W9D218	Cutinase_like	1.43e-08	47.4	43.1	51
SRR28636386.1491827	A0A7W7W8Y9	PETase_like	9.54e-09	47.8	48.0	50
SRR28636386.1509608	A0A0W1R4J3	AlkB	1.74e-07	44.3	46.0	50
SRR28636386.1510589	A0A3A8EP61	AlkB	2.28e-27	99.8	92.0	50
SRR28636386.1510848	G1C7H9	AlkB	1.57e-15	67.0	60.0	50
SRR28636386.1526242	A0A5E6YN35	MHETase_like	3.89e-09	48.9	46.0	50
SRR28636386.1526357	A0A1G8M913	AlkB	6.51e-25	92.8	88.0	50
SRR28636386.1529881	A0A512AER1	Cutinase_like	7.38e-12	56.6	56.0	50
SRR28636386.1530000	A0A7W7SJU4	Cutinase_like	4.79e-16	68.6	56.6	53
SRR28636386.1540212	A0ABW3HCW7	AlkB	1.16e-09	50.4	48.0	50
SRR28636386.1549908	A0ABM6IFC6	AlkB	1.05e-16	70.1	61.5	52
SRR28636386.1550009	A0ABM6IFC6	AlkB	1.05e-16	70.1	61.5	52
SRR28636386.1553423	A0AAN5C2R9	Cutinase_like	1.62e-12	58.5	48.0	50
SRR28636386.1591663	A0AAN5C2R9	Cutinase_like	2.99e-09	49.3	44.0	50
SRR28636386.1591828	A0AAN5C2R9	Cutinase_like	2.99e-09	49.3	44.0	50
SRR28636386.1604980	G1C7H9	AlkB	3.12e-20	80.1	74.0	50
SRR28636386.1606465	A0A9W9D218	Cutinase_like	7.31e-09	48.1	48.1	52
SRR28636386.1606543	A0A9W9D218	Cutinase_like	7.31e-09	48.1	48.1	52
SRR28636386.1614000	A0A2N3J077	Cutinase_like	1.68e-29	105	98.0	50
SRR28636386.1628077	Q168D2	Cutinase_like	1.57e-15	67.0	58.0	50
SRR28636386.1643206	A0ABW3HCW7	AlkB	1.52e-06	41.6	44.0	50
