read_id	protein_id	family	evalue	bitscore	pident	aln_len	taxid	genus	species	source_db
SRR23872596.1889298	A0ABQ3GCS7	AlkB	4.69e-20	79.3	73.6	53		Pseudorhodoferax	Pseudorhodoferax aquiterrae	UniProt
SRR23872596.1889786	A0ABM8RV28	MHETase_like	5.04e-18	74.3	70.6	51		Paraburkholderia	Paraburkholderia aspalathi	UniProt
SRR23872596.1892253	A0ABM8C2J5	AlkB	1.02e-27	99.8	92.3	52		Massilia	Massilia varians	UniProt
SRR23872596.1894635	A0AAN5C2R9	Cutinase_like	2.65e-07	43.9	41.2	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1894788	A0ABM8C2J5	AlkB	6.15e-25	92.4	75.5	53		Massilia	Massilia varians	UniProt
SRR23872596.1901203	A0ABM8C2J5	AlkB	8.02e-17	70.5	69.2	52		Massilia	Massilia varians	UniProt
SRR23872596.1902029	A0A0P8X0D6	Cutinase_like	2.88e-08	46.6	51.9	52		Pseudomonas	Pseudomonas fluorescens	UniProt
SRR23872596.1902838	A0AAE9L4X8	AlkB	2.09e-16	68.2	64.0	50		Cupriavidus	Cupriavidus campinensis	UniProt
SRR23872596.1903877	A0AAN5C2R9	Cutinase_like	4.98e-10	51.6	49.0	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1904432	A0A4V2UVI4	Cutinase_like	6.46e-10	51.2	47.2	53		Hazenella	Hazenella coriacea	UniProt
SRR23872596.1909612	A0A1X0I552	AlkB	2.22e-11	55.5	52.0	50		Mycobacterium	Mycobacterium paraseoulense	UniProt
SRR23872596.1911908	G1C7H9	AlkB	7.51e-14	62.4	61.5	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1914428	A0A916NB75	Cutinase_like	2.39e-06	41.2	48.1	52		Parvicella	Parvicella tangerina	UniProt
SRR23872596.1916219	A0A9P5AHW0	Cutinase_like	3.64e-10	52.0	51.0	51		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.1917034	A0AAN5C2R9	Cutinase_like	2.4e-06	41.2	50.0	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1918672	A0A1B0Z6J3	AlkB	1.07e-20	78.2	70.0	50		bacterium	bacterium enrichment culture	UniProt
SRR23872596.1920070	Q168D2	Cutinase_like	3.34e-15	66.2	65.4	52		Roseobacter	Roseobacter denitrificans (strain ATCC 33942 / OCh 114) (Erythrobacter sp. (strain OCh 114)) (Roseobacter denitrificans)	UniProt
SRR23872596.1920867	A0A0T6LQN8	AlkB	2.29e-15	66.6	62.0	50		Wenjunlia	Wenjunlia vitaminophila (Streptomyces vitaminophilus)	UniProt
SRR23872596.1921464	A0A8D6Y728	MHETase_like	4.51e-12	57.4	51.9	52		Xanthomonas	Xanthomonas arboricola pv. corylina	UniProt
SRR23872596.1926376	A0ABQ2HT06	AlkB	1.13e-17	71.2	66.0	50		Dyadobacter	Dyadobacter beijingensis	UniProt
SRR23872596.1926827	A0ABU8X6Q4	AlkB	8.99e-33	114.0	92.5	53		Variovorax	Variovorax robiniae	UniProt
SRR23872596.1935680	A0A8H5XPM3	Cutinase_like	9.32e-10	50.8	49.0	51		Fusarium	Fusarium globosum	UniProt
SRR23872596.1935755	A0AAN5C2R9	Cutinase_like	1.63e-19	78.6	66.0	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1936639	A0A917Q8D6	AlkB	3.25e-26	96.3	84.6	52		Salinarimonas	Salinarimonas ramus	UniProt
SRR23872596.1936939	A0A5E6YN35	MHETase_like	2.79e-16	69.3	61.5	52		Pseudomonas	Pseudomonas fluorescens	UniProt
SRR23872596.1939846	A0A1E3LRC3	AlkB	5.61e-14	62.8	58.8	51		Sphingomonas	Sphingomonas turrisvirgatae	UniProt
SRR23872596.1940251	Q5F4D8	AlkB	2.47e-18	75.1	62.3	53		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.1944670	G1C7H9	AlkB	1.56e-11	55.8	52.9	51		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1944803	Q5F4D8	AlkB	6.89e-16	68.2	63.5	52		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.1947315	Q5F4D8	AlkB	6.89e-16	68.2	63.5	52		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.1948149	A0ABQ6BMW0	AlkB	1.35e-29	104.0	94.3	53		Brevundimonas	Brevundimonas denitrificans	UniProt
SRR23872596.1948713	A0A8H6D6M8	Cutinase_like	1.48e-10	53.1	45.1	51		Fusarium	Fusarium mundagurra	UniProt
SRR23872596.1948970	A9CMS7	AlkB	7.06e-19	76.6	65.4	52		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1951343	A0AAN5C2R9	Cutinase_like	8.71e-15	65.1	57.7	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1954765	A0A2J4XYK1	AlkB	2.44e-22	81.3	67.9	53		Klebsiella	Klebsiella michiganensis	UniProt
SRR23872596.1956389	A0A0U3TFK6	AlkB	8.4e-29	102.0	82.7	52		Aeromicrobium	Aeromicrobium erythreum	UniProt
SRR23872596.1957526	A0ABQ1UYZ3	AlkB	9.53e-26	94.7	78.4	51		Williamsia	Williamsia phyllosphaerae	UniProt
SRR23872596.1958524	A0A4R7NZR6	AlkB	9.58e-17	70.5	66.7	51		Panacagrimonas	Panacagrimonas perspica	UniProt
SRR23872596.1959022	C1AAJ2	Cutinase_like	1.72e-25	95.5	73.1	52		Gemmatimonas	Gemmatimonas aurantiaca (strain DSM 14586 / JCM 11422 / NBRC 100505 / T-27)	UniProt
SRR23872596.1962688	A0A5J4RG58	MHETase_like	4.6e-20	80.1	67.9	53		termite	termite gut metagenome	UniProt
SRR23872596.1963684	A0A072N1Q0	AlkB	2.77e-29	105.0	94.1	51		Marinobacter	Marinobacter nitratireducens	UniProt
SRR23872596.1964424	A0A2W5TNV3	Cutinase_like	2.93e-11	55.1	50.0	52		Archangium	Archangium gephyra	UniProt
SRR23872596.1964946	A0A2A4WW65	Cutinase_like	2.36e-09	49.7	46.2	52		SAR86	SAR86 cluster bacterium	UniProt
SRR23872596.1966439	A0A7V8FLJ6	MHETase_like	2.21e-14	63.9	51.9	52		Paracidovorax	Paracidovorax wautersii	UniProt
SRR23872596.1967689	A0AAN5C2R9	Cutinase_like	8.38e-09	48.1	43.1	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1968507	G1C7H9	AlkB	3.8299999999999997e-23	88.2	84.6	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1968563	G1C7H9	AlkB	5.31e-23	87.8	82.4	51		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1969073	A0AAE6Y585	AlkB	2.82e-23	88.2	67.9	53		Streptomyces	Streptomyces antibioticus	UniProt
SRR23872596.1973514	A0A7W7SJU4	Cutinase_like	2.86e-24	92.0	71.2	52		Kitasatospora	Kitasatospora gansuensis	UniProt
SRR23872596.1979515	G1C7H9	AlkB	2.69e-22	85.9	73.1	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1981486	A0A918UKU4	Cutinase_like	3.82e-16	68.9	59.6	52		Echinicola	Echinicola pacifica	UniProt
SRR23872596.1981996	A0ABW3HCW7	AlkB	7.74e-14	62.4	51.9	52		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.1984976	Q5F4D8	AlkB	7.15e-13	59.7	54.4	57		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.1988193	A0ABS6MTR1	AlkB	4.04e-22	83.2	75.0	52		Geopseudomonas	Geopseudomonas aromaticivorans	UniProt
SRR23872596.1991013	A9CMS7	AlkB	1.21e-25	95.5	73.1	52		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1991302	A0ABW3HCW7	AlkB	1.06e-13	62.0	61.5	52		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.1993530	A0A9P5AHW0	Cutinase_like	3.47e-12	57.8	45.3	53		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.1996385	A0A3Q8MC64	AlkB	1.8e-13	60.1	48.1	52		Rhodococcus	Rhodococcus opacus (Nocardia opaca)	UniProt
SRR23872596.1450	G1C7H9	AlkB	6.09e-19	76.6	72.5	51		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.2698	A0A8H5WTA5	Cutinase_like	1.58e-11	55.8	52.9	51		Fusarium	Fusarium denticulatum	UniProt
SRR23872596.3692	A0A0A6UP58	AlkB	9.609999999999999e-23	86.7	82.0	50		Actinoplanes	Actinoplanes utahensis	UniProt
SRR23872596.5228	A0AAE6Y585	AlkB	3.13e-16	68.9	60.0	50		Streptomyces	Streptomyces antibioticus	UniProt
SRR23872596.5341	A0AAE6Y585	AlkB	3.13e-16	68.9	60.0	50		Streptomyces	Streptomyces antibioticus	UniProt
SRR23872596.5893	A0AAE6Y585	AlkB	3.13e-16	68.9	60.0	50		Streptomyces	Streptomyces antibioticus	UniProt
SRR23872596.10967	A0A1X0I552	AlkB	4.42e-12	57.4	56.0	50		Mycobacterium	Mycobacterium paraseoulense	UniProt
SRR23872596.11380	G1C7H9	AlkB	8.75e-19	76.3	71.2	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.12733	A0ABQ3GCS7	AlkB	1.7099999999999998e-23	88.6	84.3	51		Pseudorhodoferax	Pseudorhodoferax aquiterrae	UniProt
SRR23872596.16428	A0A418YP29	AlkB	1.72e-12	58.5	56.0	50		Sphingobium	Sphingobium terrigena	UniProt
SRR23872596.16642	A0A922NQS1	Cutinase_like	2.65e-07	43.9	35.3	51		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.17678	A0A918KHB5	Cutinase_like	1.01e-07	45.1	45.6	57		Streptomyces	Streptomyces fructofermentans	UniProt
SRR23872596.18558	A0A9P5AHW0	Cutinase_like	1.94e-07	44.3	37.3	51		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.19047	A0AA37M8P3	MHETase_like	6.08e-09	48.5	44.6	56		Methylobacterium	Methylobacterium frigidaeris	UniProt
SRR23872596.21166	A0A3N0VJU4	AlkB	2.71e-31	110.0	96.2	52		Stagnimonas	Stagnimonas aquatica	UniProt
SRR23872596.21318	A0A164J077	AlkB	2.93e-11	55.1	49.1	53		Nocardia	Nocardia terpenica	UniProt
SRR23872596.22758	A0A0P7Y412	AlkB	1.7000000000000003e-28	99.4	75.5	53		Saliniramus	Saliniramus fredricksonii	UniProt
SRR23872596.23364	A0A0P9CMX4	AlkB	3.32e-15	66.2	62.0	50		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.23418	A0ABW3HCW7	AlkB	1.06e-13	62.0	50.0	52		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.23434	A0A0P9CMX4	AlkB	3.32e-15	66.2	62.0	50		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.26745	H1VJR2	Cutinase_like	9.2e-07	42.4	40.0	50		Colletotrichum	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	UniProt
SRR23872596.29798	A0A1X0I552	AlkB	3.29e-22	85.5	69.2	52		Mycobacterium	Mycobacterium paraseoulense	UniProt
SRR23872596.31723	A0A096A6W6	AlkB	1.9e-07	44.3	47.3	55		Corynebacterium	Corynebacterium freneyi DNF00450	UniProt
SRR23872596.31757	A0A096A6W6	AlkB	1.9e-07	44.3	47.3	55		Corynebacterium	Corynebacterium freneyi DNF00450	UniProt
SRR23872596.33991	A0A679JQL4	MHETase_like	7.44e-16	68.2	60.4	53		Variovorax	Variovorax paradoxus	UniProt
SRR23872596.38718	A0A844AVT7	AlkB	4.740000000000001e-27	98.2	77.4	53		Caenimonas	Caenimonas koreensis DSM 17982	UniProt
SRR23872596.47334	Q9AP11	AlkB	2.13e-08	47.0	41.2	51		Bacillus	Bacillus sp. NTT89	UniProt
SRR23872596.47889	C7EB02	AlkB	6.03e-29	98.6	84.9	53		uncultured	uncultured prokaryote	UniProt
SRR23872596.52332	A0ABQ2EJG7	AlkB	3.19e-09	49.3	46.2	52		Luteimonas	Luteimonas terricola	UniProt
SRR23872596.53512	G1C7H9	AlkB	8.91e-20	79.0	72.0	50		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.53672	A0ABM7Y2T5	AlkB	3.1100000000000003e-31	109.0	90.6	53		Roseomonas	Roseomonas fluvialis	UniProt
SRR23872596.54567	A0A316YF96	Cutinase_like	2.01e-07	44.3	46.3	54		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.59290	A0AAN5C2R9	Cutinase_like	2.71e-13	60.8	53.8	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.61284	A0A679JIX2	MHETase_like	1.4e-07	44.7	44.2	52		Variovorax	Variovorax paradoxus	UniProt
SRR23872596.69238	A9CMS7	AlkB	1.91e-07	44.3	36.0	50		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.69932	A0A6A6HWM3	Cutinase_like	2.88e-08	46.6	44.2	52		Trematosphaeria	Trematosphaeria pertusa	UniProt
SRR23872596.70772	A0A640VSU8	Cutinase_like	2.28e-14	63.9	53.8	52		Roseobacter	Roseobacter cerasinus	UniProt
SRR23872596.73583	A0A0F2LV31	Cutinase_like	5.73e-08	45.8	45.3	53		Sporothrix	Sporothrix schenckii 1099-18	UniProt
SRR23872596.74082	A0ABN7YA11	MHETase_like	4.04e-11	54.7	50.9	53		Cupriavidus	Cupriavidus laharis	UniProt
SRR23872596.74169	A0A8H5WTA5	Cutinase_like	4.97e-10	51.6	55.8	52		Fusarium	Fusarium denticulatum	UniProt
SRR23872596.74909	A0A9P5AHW0	Cutinase_like	2.94e-08	46.6	43.1	51		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.76762	A0ABQ1JGM9	AlkB	2.49e-20	80.1	68.6	51		Henriciella	Henriciella pelagia	UniProt
SRR23872596.77932	A0A4Q7Z5L0	AlkB	1.45e-29	105.0	92.3	52		Fluviicoccus	Fluviicoccus keumensis	UniProt
SRR23872596.78270	G1C7H9	AlkB	3.68e-16	68.9	64.2	53		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.79034	A0AAN5C2R9	Cutinase_like	1.69e-17	72.8	70.6	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.81238	A0A6J5F6R0	MHETase_like	6.64e-09	48.1	46.2	52		Paraburkholderia	Paraburkholderia solisilvae	UniProt
SRR23872596.82061	F8U1Q3	AlkB	7.450000000000001e-26	91.3	82.4	51		Arthrobacter	Arthrobacter sp. 7.19-VPa	UniProt
SRR23872596.84948	A0A1L7CPG1	AlkB	3.37e-06	40.8	39.2	51		Corynebacterium	Corynebacterium flavescens	UniProt
SRR23872596.93252	A0A6J5F6R0	MHETase_like	4.14e-06	40.4	50.0	50		Paraburkholderia	Paraburkholderia solisilvae	UniProt
SRR23872596.93642	G1C7R7	AlkB	6.18e-20	75.1	67.3	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.95143	A9CMS7	AlkB	1.07e-16	70.5	66.7	51		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.95711	A0AAN5C2R9	Cutinase_like	1.11e-13	62.0	56.9	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.97629	A0A3Q8MC64	AlkB	1.3e-12	57.8	58.8	51		Rhodococcus	Rhodococcus opacus (Nocardia opaca)	UniProt
SRR23872596.98181	A0A922NQS1	Cutinase_like	5.76e-08	45.8	42.6	54		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.98341	A0A8H5N5T4	Cutinase_like	1.75e-06	41.6	38.5	52		Fusarium	Fusarium mexicanum	UniProt
SRR23872596.99536	A0A0K1RAR4	AlkB	2.61e-07	43.9	48.0	50		Corynebacterium	Corynebacterium riegelii	UniProt
SRR23872596.102994	A0A382CF23	Cutinase_like	2.72e-07	43.9	41.7	60		marine	marine metagenome	UniProt
SRR23872596.103742	G1C7H9	AlkB	2.33e-19	77.8	61.5	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.107615	A0A922NQS1	Cutinase_like	5.2e-07	43.1	40.0	55		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.107707	A0A9W6N1A9	AlkB	1.56e-19	78.2	74.0	50		Ancylobacter	Ancylobacter dichloromethanicus	UniProt
SRR23872596.112136	A0A538SMW8	Cutinase_like	1.79e-10	52.4	55.8	52		Eiseniibacteriota	Eiseniibacteriota bacterium	UniProt
SRR23872596.114376	A0ABX3PCV7	AlkB	1.64e-17	72.4	73.1	52		Xaviernesmea	Xaviernesmea rhizosphaerae	UniProt
SRR23872596.123479	A0A0L8C1U2	AlkB	1.86e-23	88.6	78.8	52		Ensifer	Ensifer adhaerens (Sinorhizobium morelense)	UniProt
SRR23872596.125178	G1C7H9	AlkB	1.0899999999999999e-23	89.7	79.2	53		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.125228	H2DK38	AlkB	1.73e-24	88.2	78.8	52		Agrobacterium	Agrobacterium sp. MS189b	UniProt
SRR23872596.132255	A0A0N0U9H2	AlkB	2.7e-07	43.9	41.2	51		Haloarcula	Haloarcula rubripromontorii	UniProt
SRR23872596.132301	A0A382EE29	Cutinase_like	1.44e-13	61.6	53.8	52		marine	marine metagenome	UniProt
SRR23872596.134751	A0A538SMW8	Cutinase_like	9.32e-19	74.3	64.7	51		Eiseniibacteriota	Eiseniibacteriota bacterium	UniProt
SRR23872596.141198	A0A0D1YDG7	Cutinase_like	8.43e-12	56.6	50.0	52		Verruconis	Verruconis gallopava	UniProt
SRR23872596.143276	A0AAN5C2R9	Cutinase_like	1.7e-14	64.3	58.5	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.150748	A0A5M8NZN6	MHETase_like	2.78e-16	69.3	61.5	52		Candidatus	Candidatus Ordinivivax streblomastigis	UniProt
SRR23872596.151020	A0A1S9RVN2	Cutinase_like	1.94e-23	89.7	80.8	52		Penicillium	Penicillium brasilianum	UniProt
SRR23872596.156584	A0A1S9RVN2	Cutinase_like	1.0399999999999998e-23	90.5	81.1	53		Penicillium	Penicillium brasilianum	UniProt
SRR23872596.160534	D3B1Q5	Cutinase_like	1.58e-09	50.1	51.9	54		Heterostelium	Heterostelium pallidum (strain ATCC 26659 / Pp 5 / PN500) (Cellular slime mold) (Polysphondylium pallidum)	UniProt
SRR23872596.160780	A0A316YF96	Cutinase_like	9.66e-07	42.4	44.2	52		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.161082	C1AAJ2	Cutinase_like	1.19e-14	64.7	57.7	52		Gemmatimonas	Gemmatimonas aurantiaca (strain DSM 14586 / JCM 11422 / NBRC 100505 / T-27)	UniProt
SRR23872596.161149	A0A4P7XJ98	AlkB	9.1e-21	82.0	63.5	52		Hydrocarboniclastica	Hydrocarboniclastica marina	UniProt
SRR23872596.163839	A0ABR5J5T3	AlkB	7.41e-08	45.4	44.0	50		Streptomyces	Streptomyces varsoviensis	UniProt
SRR23872596.164963	A0AAN5C2R9	Cutinase_like	5.47e-16	68.6	74.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.165470	A9CMS7	AlkB	1.6699999999999999e-25	95.1	84.6	52		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.166990	A0AA88C5H9	Cutinase_like	7.38e-16	68.2	64.2	53		Pseudoduganella	Pseudoduganella albidiflava	UniProt
SRR23872596.168983	A0A0W0SNN6	AlkB	1.42e-13	61.6	50.9	57		Legionella	Legionella brunensis	UniProt
SRR23872596.173428	A9CMS7	AlkB	1.71e-17	72.8	52.8	53		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.173738	A0A0P9CMX4	AlkB	2.4e-12	58.2	51.0	51		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.174411	A0A9P5AHW0	Cutinase_like	3.8e-10	52.0	38.5	52		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.174570	A0ABR7MBV8	AlkB	7.52e-11	53.9	52.0	50		Flavihumibacter	Flavihumibacter stibioxidans	UniProt
SRR23872596.175064	A0A9W9D218	Cutinase_like	5.54e-11	54.3	50.0	50		Gnomoniopsis	Gnomoniopsis smithogilvyi	UniProt
SRR23872596.176945	A0A9D7LR74	AlkB	3.2500000000000003e-31	110.0	96.1	51		Candidatus	Candidatus Dechloromonas phosphorivorans	UniProt
SRR23872596.178672	A0ABT8FJW9	Cutinase_like	4.65e-09	48.9	44.2	52		Nocardioides	Nocardioides oceani	UniProt
SRR23872596.180184	Q5F4D8	AlkB	1.36e-19	78.6	70.6	51		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.180948	A0A0P9CMX4	AlkB	5.08e-19	77.0	72.5	51		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.184366	A0A1X1UCC7	AlkB	2.11e-08	47.0	45.1	51		Mycobacterium	Mycobacterium florentinum	UniProt
SRR23872596.185863	A0ABQ6BST8	AlkB	1.16e-16	70.1	68.0	50		Chitiniphilus	Chitiniphilus shinanonensis	UniProt
SRR23872596.187433	A0A0D1YDG7	Cutinase_like	1.19e-08	47.8	39.3	61		Verruconis	Verruconis gallopava	UniProt
SRR23872596.189464	A0ABT8EVN5	Cutinase_like	5.53e-11	54.3	50.0	50		Nocardioides	Nocardioides abyssi	UniProt
SRR23872596.192540	G1C7H9	AlkB	6.36e-12	57.0	51.0	51		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.193304	A0A840BN63	AlkB	1.19e-22	86.7	74.5	51		Niveibacterium	Niveibacterium umoris	UniProt
SRR23872596.195362	A0A5N5E036	Cutinase_like	8.41e-06	39.7	38.0	50		Rhodococcus	Rhodococcus erythropolis (Arthrobacter picolinophilus)	UniProt
SRR23872596.196561	A0A922NQS1	Cutinase_like	4.5e-06	40.4	36.5	52		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.198119	G1C7H9	AlkB	1.3600000000000001e-21	84.0	78.0	50		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.204717	A0A0W1R4J3	AlkB	2.39e-09	49.7	46.2	52		Haloprofundus	Haloprofundus marisrubri	UniProt
SRR23872596.206327	A9CMS7	AlkB	6.88e-13	59.7	51.9	52		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.207834	A0A0P9CMX4	AlkB	2.15e-11	55.5	50.0	50		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.207985	A0A077HLW3	AlkB	1.54e-08	47.4	46.0	50		Corynebacterium	Corynebacterium ureicelerivorans	UniProt
SRR23872596.209754	A0AAN5C2R9	Cutinase_like	2.15e-08	47.0	46.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.209862	A0AAN5C2R9	Cutinase_like	2.15e-08	47.0	46.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.214477	Q5F4D8	AlkB	1.34e-12	58.9	49.1	53		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.215249	A0A8H5WTA5	Cutinase_like	3.41e-15	66.2	68.0	50		Fusarium	Fusarium denticulatum	UniProt
SRR23872596.216165	A0AA37X297	AlkB	2.68e-30	107.0	96.2	52		Cypionkella	Cypionkella aquatica	UniProt
SRR23872596.217156	A0ABQ2BQL3	AlkB	6.97e-14	62.4	48.1	52		Paenibacillus	Paenibacillus marchantiophytorum	UniProt
SRR23872596.217717	A0A4U0TJQ6	Cutinase_like	3.77e-07	43.5	45.3	53		Salinomyces	Salinomyces thailandicus	UniProt
SRR23872596.220761	A0ABW3HCW7	AlkB	2.41e-12	58.2	43.1	51		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.221345	A0A922NQS1	Cutinase_like	1.15e-08	47.8	43.4	53		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.223552	A0AAN5C2R9	Cutinase_like	6.61e-18	73.9	71.2	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.223553	A0A0R3NBY3	AlkB	7.44e-33	114.0	96.2	53		Bradyrhizobium	Bradyrhizobium retamae	UniProt
SRR23872596.233064	A0A0U3TFK6	AlkB	8.740000000000001e-27	97.4	87.3	55		Aeromicrobium	Aeromicrobium erythreum	UniProt
SRR23872596.233146	A0A090DRU0	AlkB	1.5899999999999999e-24	89.0	64.7	51		Mesorhizobium	Mesorhizobium plurifarium	UniProt
SRR23872596.233841	A0AAN5C2R9	Cutinase_like	3.83e-16	68.9	68.6	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.234940	A0ABQ6BMW0	AlkB	1.6399999999999998e-23	88.6	75.0	52		Brevundimonas	Brevundimonas denitrificans	UniProt
SRR23872596.235597	A0AAN5C2R9	Cutinase_like	1.57e-16	70.1	58.5	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.238195	A0A243QZQ8	AlkB	1.67e-17	72.4	66.0	53		Streptosporangium	Streptosporangium minutum	UniProt
SRR23872596.238694	A0A7V8V8A4	Cutinase_like	2.85e-11	55.1	40.4	52		Bremerella	Bremerella alba	UniProt
SRR23872596.239127	A0A515EJU7	AlkB	2.26e-25	91.7	79.2	53		Rhodoferax	Rhodoferax aquaticus	UniProt
SRR23872596.244694	A0AAN5C2R9	Cutinase_like	1.59e-11	55.8	50.0	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.247225	A0A538SMW8	Cutinase_like	7.62e-22	82.4	75.5	53		Eiseniibacteriota	Eiseniibacteriota bacterium	UniProt
SRR23872596.247847	A0A3T1D4I6	AlkB	1.89e-22	85.9	73.1	52		Cohnella	Cohnella abietis	UniProt
SRR23872596.248362	A0A3T1D4I6	AlkB	1.89e-22	85.9	73.1	52		Cohnella	Cohnella abietis	UniProt
SRR23872596.250484	A0AAN5C2R9	Cutinase_like	1.83e-15	67.0	67.3	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.254333	A0A0D1YDG7	Cutinase_like	1.82e-15	67.0	60.8	51		Verruconis	Verruconis gallopava	UniProt
SRR23872596.256908	W9GRK8	AlkB	8.850000000000001e-27	97.4	90.2	51		Intrasporangium	Intrasporangium chromatireducens Q5-1	UniProt
SRR23872596.259478	A0A6V7C0V6	MHETase_like	6.76e-07	42.7	42.6	54		Xanthomonas	Xanthomonas hortorum pv. pelargonii	UniProt
SRR23872596.264161	S5VEV9	AlkB	7.19e-17	70.9	58.8	51		Streptomyces	Streptomyces collinus (strain DSM 40733 / Tue 365)	UniProt
SRR23872596.265043	A0ABY8VWE5	Cutinase_like	1.1500000000000001e-29	102.0	92.3	52		Candidatus	Candidatus Mycobacterium wuenschmannii	UniProt
SRR23872596.265671	B6Z285	AlkB	3.4e-19	74.7	61.5	52		Alcanivorax	Alcanivorax borkumensis	UniProt
SRR23872596.269283	A0A0M8PKR8	AlkB	1.39e-07	44.7	43.1	51		Rhodococcus	Rhodococcus rhodochrous KG-21	UniProt
