protein_id	family
A0A7I7YG43	Cutinase_like
A0A7I7YPY7	Cutinase_like
A0A7I7YUS7	Cutinase_like
A0A7I7YYD7	Cutinase_like
A0A7I7YZ96	Cutinase_like
A0A7I7Z0D4	Cutinase_like
A0A7I7ZRR6	Cutinase_like
A0A7I7ZWG1	Cutinase_like
A0A7I7ZYN1	Cutinase_like
A0A7I9V171	Cutinase_like
A0A7I9V3I9	Cutinase_like
A0A7I9V5L8	Cutinase_like
A0A7I9V9F7	Cutinase_like
A0A7I9VUR1	Cutinase_like
A0A7I9W3T9	Cutinase_like
A0A7I9W4L4	Cutinase_like
A0A7I9W9M8	Cutinase_like
A0A7I9WEV4	Cutinase_like
A0A7I9WGE3	Cutinase_like
A0A7I9WH03	Cutinase_like
A0A7I9WMY2	Cutinase_like
A0A7I9WUB1	Cutinase_like
A0A7I9XEV2	Cutinase_like
A0A7I9XEX1	Cutinase_like
A0A7I9XFH8	Cutinase_like
A0A7I9XKR5	Cutinase_like
A0A7I9XLH7	Cutinase_like
A0A7I9XVD8	Cutinase_like
A0A7I9Y056	Cutinase_like
A0A7I9Y1Z6	Cutinase_like
A0A7I9Y359	Cutinase_like
A0A7I9Y7E2	Cutinase_like
A0A7I9YC01	Cutinase_like
A0A7I9YC93	Cutinase_like
A0A7I9YTJ1	Cutinase_like
A0A7I9YV49	Cutinase_like
A0A7I9YXF9	Cutinase_like
A0A7I9YZ57	Cutinase_like
A0A7I9Z3I8	Cutinase_like
A0A7I9Z9J9	Cutinase_like
A0A7I9ZBS5	Cutinase_like
A0A7I9ZCY1	Cutinase_like
A0A7I9ZE13	Cutinase_like
A0A7I9ZED0	Cutinase_like
A0A7I9ZH76	Cutinase_like
A0A7I9ZLB0	Cutinase_like
A0A7I9ZQ81	Cutinase_like
A0A7I9ZR92	Cutinase_like
A0A7J0D1G4	Cutinase_like
A0A7J5BME0	Cutinase_like
A0A7J5DN98	Cutinase_like
A0A7J6IC89	Cutinase_like
A0A7J6IMK6	Cutinase_like
A0A7J6IQH5	Cutinase_like
A0A7J6IR87	Cutinase_like
A0A7J6IS33	Cutinase_like
A0A7J6IUB4	Cutinase_like
A0A7J6J9P4	Cutinase_like
A0A7J6JE57	Cutinase_like
A0A7J6JGT7	Cutinase_like
A0A7K0BVQ2	Cutinase_like
A0A7K0CZQ0	Cutinase_like
A0A7K0D976	Cutinase_like
A0A7K0D9W1	Cutinase_like
A0A7K0DBV5	Cutinase_like
A0A7K0DDB9	Cutinase_like
A0A7K0DF31	Cutinase_like
A0A7K0DHI8	Cutinase_like
A0A7K0DLR4	Cutinase_like
A0A7K0DMK8	Cutinase_like
A0A7K0DNM7	Cutinase_like
A0A7K0DT17	Cutinase_like
A0A7K0J7J1	Cutinase_like
A0A7K0J958	Cutinase_like
A0A7K0K3E8	Cutinase_like
A0A7K1J662	Cutinase_like
A0A7K1U9Q2	Cutinase_like
A0A7K1US10	Cutinase_like
A0A7K1UT35	Cutinase_like
A0A7K1UTP9	Cutinase_like
A0A7K1UUX9	Cutinase_like
A0A7K1UXG4	Cutinase_like
A0A7K1UZB0	Cutinase_like
A0A7K1UZZ5	Cutinase_like
A0A7K1V228	Cutinase_like
A0A7K1V2W6	Cutinase_like
A0A7K1V3T5	Cutinase_like
A0A7K1V6R6	Cutinase_like
A0A7K1VA36	Cutinase_like
A0A7K1VA49	Cutinase_like
A0A7K3L8D5	Cutinase_like
A0A7K3LE75	Cutinase_like
A0A7K3LEX9	Cutinase_like
A0A7K3LPF2	Cutinase_like
A0A7K3LUK2	Cutinase_like
A0A7M2SIX9	Cutinase_like
A0A7M2XI11	Cutinase_like
A0A7M2XMY0	Cutinase_like
A0A7M2XNW3	Cutinase_like
A0A7M2XQ09	Cutinase_like
A0A7M2XUF4	Cutinase_like
A0A7M2XV68	Cutinase_like
A0A7M2XWK7	Cutinase_like
A0A7M2XX84	Cutinase_like
A0A7M3SUL1	Cutinase_like
A0A7M3SVL9	Cutinase_like
A0A7M3SW86	Cutinase_like
A0A7R7EN78	Cutinase_like
A0A7R7JIG5	Cutinase_like
A0A7R7MP75	Cutinase_like
A0A7R7MPE3	Cutinase_like
A0A7R7MUL6	Cutinase_like
A0A7R7MWV0	Cutinase_like
A0A7R7RPZ4	Cutinase_like
A0A7R7YRG7	Cutinase_like
A0A7S0B5H7	Cutinase_like
A0A7S0BAD9	Cutinase_like
A0A7S0LHI3	Cutinase_like
A0A7S0NM22	Cutinase_like
A0A7S1HXX8	Cutinase_like
A0A7S1KJ20	Cutinase_like
A0A7S1LM41	Cutinase_like
A0A7S1M4C5	Cutinase_like
A0A7S1MZA1	Cutinase_like
A0A7S1PPU2	Cutinase_like
A0A7S1RUS6	Cutinase_like
A0A7S2CUF9	Cutinase_like
A0A7S2DKJ0	Cutinase_like
A0A7S2F1L0	Cutinase_like
A0A7S2JES3	Cutinase_like
A0A7S2YXG7	Cutinase_like
A0A7S2Z4K7	Cutinase_like
A0A7S3C6K9	Cutinase_like
A0A7S3JXS6	Cutinase_like
A0A7S3TPC5	Cutinase_like
A0A7S3U7J7	Cutinase_like
A0A7S4ED23	Cutinase_like
A0A7S4MU66	Cutinase_like
A0A7S4Q8D7	Cutinase_like
A0A7S4Q9T4	Cutinase_like
A0A7T0KFH0	Cutinase_like
A0A7T0KLZ2	Cutinase_like
A0A7T0PFN0	Cutinase_like
A0A7T0PFT8	Cutinase_like
A0A7T2XNZ8	Cutinase_like
A0A7T4EEE2	Cutinase_like
A0A7T4JVM3	Cutinase_like
A0A7T4JWC5	Cutinase_like
A0A7T6XFU1	Cutinase_like
A0A7T6XS10	Cutinase_like
A0A7U2ERX0	Cutinase_like
A0A7U2F0G2	Cutinase_like
A0A7U2F242	Cutinase_like
A0A7U2ICN1	Cutinase_like
A0A7U2ICR6	Cutinase_like
A0A7U3PZQ8	Cutinase_like
A0A7U5MJQ5	Cutinase_like
A0A7U5MKJ2	Cutinase_like
A0A7U5MRC2	Cutinase_like
A0A7U9DN88	Cutinase_like
A0A7V0T6Z3	Cutinase_like
A0A7V0Z412	Cutinase_like
A0A7V8LMM7	Cutinase_like
A0A7V8LP30	Cutinase_like
A0A7V8LPY1	Cutinase_like
A0A7V8RXG1	Cutinase_like
A0A7V8UUZ0	Cutinase_like
A0A7V8V8A4	Cutinase_like
A0A7W2EAR9	Cutinase_like
A0A7W2EBE9	Cutinase_like
A0A7W2EBX6	Cutinase_like
A0A7W2EC28	Cutinase_like
A0A7W2TWV7	Cutinase_like
A0A7W3QRN9	Cutinase_like
A0A7W4TQ97	Cutinase_like
A0A7W4UDT3	Cutinase_like
A0A7W5EYX9	Cutinase_like
A0A7W5F0I2	Cutinase_like
A0A7W6JX89	Cutinase_like
A0A7W7CV45	Cutinase_like
A0A7W7DWE9	Cutinase_like
A0A7W7FSY8	Cutinase_like
A0A7W7FXE9	Cutinase_like
A0A7W7HPD3	Cutinase_like
A0A7W7HZB1	Cutinase_like
A0A7W7K5J1	Cutinase_like
A0A7W7MPK2	Cutinase_like
A0A7W7PMY4	Cutinase_like
A0A7W7SJU4	Cutinase_like
A0A7W8F530	Cutinase_like
A0A7W8XJQ4	Cutinase_like
A0A7W9F132	Cutinase_like
A0A7W9KQH4	Cutinase_like
A0A7W9LQL1	Cutinase_like
A0A7W9P8S4	Cutinase_like
A0A7W9PD63	Cutinase_like
A0A7W9PHA9	Cutinase_like
A0A7W9PIT4	Cutinase_like
A0A7W9PMC6	Cutinase_like
A0A7W9PNH5	Cutinase_like
A0A7W9UJY1	Cutinase_like
A0A7W9UKT0	Cutinase_like
A0A7W9UL64	Cutinase_like
A0A7W9WHQ5	Cutinase_like
A0A7X0G3N5	Cutinase_like
A0A7X0HEL9	Cutinase_like
A0A7X1KQJ9	Cutinase_like
A0A7X2HJC3	Cutinase_like
A0A7X5R4U1	Cutinase_like
A0A7X5TUS8	Cutinase_like
A0A7X5V1Y0	Cutinase_like
A0A7X5ZEB4	Cutinase_like
A0A7X6L1Q3	Cutinase_like
A0A7X6L202	Cutinase_like
A0A7X6L537	Cutinase_like
A0A7X6L5P8	Cutinase_like
A0A7X6L7D7	Cutinase_like
A0A7X6LB27	Cutinase_like
A0A7X6LQE2	Cutinase_like
A0A7X6LX65	Cutinase_like
A0A7X6LXF9	Cutinase_like
A0A7X6LZT4	Cutinase_like
A0A7X6M0I8	Cutinase_like
A0A7X6M0S2	Cutinase_like
A0A7X6M242	Cutinase_like
A0A7X6MPC0	Cutinase_like
A0A7X6MQ40	Cutinase_like
A0A7X6MUJ7	Cutinase_like
A0A7X6MUP8	Cutinase_like
A0A7X6MVV4	Cutinase_like
A0A7X6PMD9	Cutinase_like
A0A7X6PQ73	Cutinase_like
A0A7X6R279	Cutinase_like
A0A7X6R5L6	Cutinase_like
A0A7X6R5M8	Cutinase_like
A0A7X6R6M3	Cutinase_like
A0A7X6REY0	Cutinase_like
A0A7X6RFT2	Cutinase_like
A0A7X6RGV1	Cutinase_like
A0A7X6RX82	Cutinase_like
A0A7X6RXS7	Cutinase_like
A0A7X6RYK6	Cutinase_like
A0A7X8MW35	Cutinase_like
A0A7X9SV37	Cutinase_like
A0A7X9SXY5	Cutinase_like
A0A7X9SY32	Cutinase_like
A0A7Y0UHB3	Cutinase_like
A0A7Y0Y1T7	Cutinase_like
A0A7Y4LGL5	Cutinase_like
A0A7Y9EHV5	Cutinase_like
A0A7Y9G4Y4	Cutinase_like
A0A7Y9GZJ9	Cutinase_like
A0A7Z7IK52	Cutinase_like
A0A7Z7IL76	Cutinase_like
A0A7Z7IMC3	Cutinase_like
A0A7Z7ND62	Cutinase_like
A0A7Z9A3Z4	Cutinase_like
A0A811G1A9	Cutinase_like
A0A812QWV6	Cutinase_like
A0A813HST5	Cutinase_like
A0A813KHG1	Cutinase_like
A0A813KJ14	Cutinase_like
A0A813KPI7	Cutinase_like
A0A816ZRW3	Cutinase_like
A0A820K9Q3	Cutinase_like
A0A822UX47	Cutinase_like
A0A829C0P2	Cutinase_like
A0A829C4W7	Cutinase_like
A0A829HQR9	Cutinase_like
A0A829HRV5	Cutinase_like
A0A829HU69	Cutinase_like
A0A829I278	Cutinase_like
A0A829M8F4	Cutinase_like
A0A829MED2	Cutinase_like
A0A829MEL3	Cutinase_like
A0A829MHV9	Cutinase_like
A0A829MJI0	Cutinase_like
A0A829MKM5	Cutinase_like
A0A829PH25	Cutinase_like
A0A829PKT8	Cutinase_like
A0A829PNA0	Cutinase_like
A0A829PSX3	Cutinase_like
A0A829PUK7	Cutinase_like
A0A829PUX2	Cutinase_like
A0A829Q0X2	Cutinase_like
A0A829Q2B3	Cutinase_like
A0A829Q3V6	Cutinase_like
A0A829Q4N5	Cutinase_like
A0A829Q988	Cutinase_like
A0A829QA91	Cutinase_like
A0A829QBT5	Cutinase_like
A0A829QHF7	Cutinase_like
A0A829QHQ9	Cutinase_like
A0A829QJ74	Cutinase_like
A0A829QJA8	Cutinase_like
A0A829QMV3	Cutinase_like
A0A829QS11	Cutinase_like
A0A829YCE4	Cutinase_like
A0A830HCI8	Cutinase_like
A0A830HE09	Cutinase_like
A0A830HHE7	Cutinase_like
A0A830HHV0	Cutinase_like
A0A830HHY5	Cutinase_like
A0A830HN56	Cutinase_like
A0A833SE36	Cutinase_like
A0A833SWZ2	Cutinase_like
A0A833T055	Cutinase_like
A0A833WJ78	Cutinase_like
A0A834RTG4	Cutinase_like
A0A834S7I5	Cutinase_like
A0A836MJX9	Cutinase_like
A0A837D746	Cutinase_like
A0A838CJH7	Cutinase_like
A0A838CL83	Cutinase_like
A0A838CL94	Cutinase_like
A0A838WPV4	Cutinase_like
A0A838XAF2	Cutinase_like
A0A838XFH1	Cutinase_like
A0A839N3Z1	Cutinase_like
A0A839Q0Z1	Cutinase_like
A0A839Q4N1	Cutinase_like
A0A839QAP9	Cutinase_like
A0A839QMS0	Cutinase_like
A0A839RHI7	Cutinase_like
A0A839RI57	Cutinase_like
A0A839RQ12	Cutinase_like
A0A839RT43	Cutinase_like
A0A839XZA8	Cutinase_like
A0A840TSK7	Cutinase_like
A0A841B6R1	Cutinase_like
A0A841BAX2	Cutinase_like
A0A841DYU3	Cutinase_like
A0A846W0T9	Cutinase_like
A0A846W0X9	Cutinase_like
A0A846W388	Cutinase_like
A0A846W401	Cutinase_like
A0A846W7L2	Cutinase_like
A0A846WA18	Cutinase_like
A0A846WAS1	Cutinase_like
A0A846WCL7	Cutinase_like
A0A846WDK9	Cutinase_like
A0A846WF57	Cutinase_like
A0A846WIX8	Cutinase_like
A0A846WJA4	Cutinase_like
A0A846WKP5	Cutinase_like
A0A846X1T6	Cutinase_like
A0A846X333	Cutinase_like
A0A846X4M1	Cutinase_like
A0A846X4N3	Cutinase_like
A0A846X838	Cutinase_like
A0A846XCL6	Cutinase_like
A0A846XD23	Cutinase_like
A0A846XDC4	Cutinase_like
A0A846XEX5	Cutinase_like
A0A846XFT6	Cutinase_like
A0A846XGQ3	Cutinase_like
A0A846XHN5	Cutinase_like
A0A846XJ55	Cutinase_like
A0A846XJP6	Cutinase_like
A0A846XNR7	Cutinase_like
A0A846XS47	Cutinase_like
A0A846XSA2	Cutinase_like
A0A846Y079	Cutinase_like
A0A846Y7C3	Cutinase_like
A0A846Y7V7	Cutinase_like
A0A846Y9N7	Cutinase_like
A0A846YER2	Cutinase_like
A0A846YFN7	Cutinase_like
A0A846YI10	Cutinase_like
A0A846YIZ9	Cutinase_like
A0A846YV73	Cutinase_like
A0A847H989	Cutinase_like
A0A847HAF1	Cutinase_like
A0A847RA25	Cutinase_like
A0A848KA86	Cutinase_like
A0A848KAR3	Cutinase_like
A0A848KK11	Cutinase_like
A0A848KN47	Cutinase_like
A0A848KXC2	Cutinase_like
A0A848L8X3	Cutinase_like
A0A849AN77	Cutinase_like
A0A849ATU0	Cutinase_like
A0A849BRU4	Cutinase_like
A0A849BXB3	Cutinase_like
A0A849C010	Cutinase_like
A0A849C215	Cutinase_like
A0A849C2U2	Cutinase_like
A0A849C5D6	Cutinase_like
A0A849C5T0	Cutinase_like
A0A849C6G4	Cutinase_like
A0A849C701	Cutinase_like
A0A849C7C0	Cutinase_like
A0A849CD12	Cutinase_like
A0A849CIV8	Cutinase_like
A0A850PHY6	Cutinase_like
A0A850PJ71	Cutinase_like
A0A850PJ94	Cutinase_like
A0A850PKL6	Cutinase_like
A0A850PMJ8	Cutinase_like
A0A850PP00	Cutinase_like
A0A850PUQ4	Cutinase_like
A0A852QZC2	Cutinase_like
A0A852VVG8	Cutinase_like
A0A853AXV6	Cutinase_like
A0A853BEY4	Cutinase_like
A0A853LX48	Cutinase_like
A0A853LZ89	Cutinase_like
A0A853M1L5	Cutinase_like
A0A853M2Q2	Cutinase_like
A0A853M2U8	Cutinase_like
A0A853M501	Cutinase_like
A0A853M531	Cutinase_like
A0A853M760	Cutinase_like
A0A853M7R3	Cutinase_like
A0A857JPQ8	Cutinase_like
A0A857L2S5	Cutinase_like
A0A859CVA5	Cutinase_like
A0A8A1LD86	Cutinase_like
A0A8A1LGG0	Cutinase_like
A0A8A1MDA8	Cutinase_like
A0A8A3P9J4	Cutinase_like
A0A8A3PEF0	Cutinase_like
A0A8B3FMN7	Cutinase_like
A0A8B3RJS6	Cutinase_like
A0A8B3RJY7	Cutinase_like
A0A8B3RKV1	Cutinase_like
A0A8B4HAA6	Cutinase_like
A0A8B6IQX4	Cutinase_like
A0A8D4BEE2	Cutinase_like
A0A8E2IT08	Cutinase_like
A0A8E2IVW3	Cutinase_like
A0A8E2IYA1	Cutinase_like
A0A8E4RDL5	Cutinase_like
A0A8E4W5M7	Cutinase_like
A0A8E5MHU9	Cutinase_like
A0A8F5AZT5	Cutinase_like
A0A8G0L6D1	Cutinase_like
A0A8G1QX31	Cutinase_like
A0A8G1RHE8	Cutinase_like
A0A8H2JGG4	Cutinase_like
A0A8H2JGI7	Cutinase_like
A0A8H2JHJ5	Cutinase_like
A0A8H2JIA4	Cutinase_like
A0A8H2PEL6	Cutinase_like
A0A8H2RKT5	Cutinase_like
A0A8H2W8E9	Cutinase_like
A0A8H2WEX4	Cutinase_like
A0A8H2WG10	Cutinase_like
A0A8H2WI78	Cutinase_like
A0A8H2WIK4	Cutinase_like
A0A8H2WKY7	Cutinase_like
A0A8H2X2V8	Cutinase_like
A0A8H2X7X8	Cutinase_like
A0A8H2X930	Cutinase_like
A0A8H2XA49	Cutinase_like
A0A8H2XR51	Cutinase_like
A0A8H2XSU9	Cutinase_like
A0A8H2Y3X6	Cutinase_like
A0A8H2ZZG8	Cutinase_like
A0A8H3A4R2	Cutinase_like
A0A8H3A8Y1	Cutinase_like
A0A8H3AJV6	Cutinase_like
A0A8H3AWD9	Cutinase_like
A0A8H3BCJ9	Cutinase_like
A0A8H3BCT6	Cutinase_like
A0A8H3BGF1	Cutinase_like
A0A8H3BI82	Cutinase_like
A0A8H3C0K1	Cutinase_like
A0A8H3C4R7	Cutinase_like
A0A8H3C6M0	Cutinase_like
A0A8H3C885	Cutinase_like
A0A8H3CBM5	Cutinase_like
A0A8H3CI18	Cutinase_like
A0A8H3CLD7	Cutinase_like
A0A8H3CM54	Cutinase_like
A0A8H3CS71	Cutinase_like
A0A8H3CXQ9	Cutinase_like
A0A8H3D163	Cutinase_like
A0A8H3D841	Cutinase_like
A0A8H3DE40	Cutinase_like
A0A8H3DEP8	Cutinase_like
A0A8H3DJ17	Cutinase_like
A0A8H3DLE3	Cutinase_like
A0A8H3DZI6	Cutinase_like
A0A8H3E1I0	Cutinase_like
A0A8H3E2V5	Cutinase_like
A0A8H3E491	Cutinase_like
A0A8H3E8C0	Cutinase_like
A0A8H3EN37	Cutinase_like
A0A8H3FNX0	Cutinase_like
A0A8H3GF61	Cutinase_like
A0A8H3GFU6	Cutinase_like
A0A8H3GHK7	Cutinase_like
A0A8H3GJ95	Cutinase_like
A0A8H3GQ14	Cutinase_like
A0A8H3H2R0	Cutinase_like
A0A8H3HAF3	Cutinase_like
A0A8H3HDG9	Cutinase_like
A0A8H3HET0	Cutinase_like
A0A8H3HL44	Cutinase_like
A0A8H3HNT4	Cutinase_like
A0A8H3I9Q7	Cutinase_like
A0A8H3IF52	Cutinase_like
A0A8H3N3A6	Cutinase_like
A0A8H3NUE5	Cutinase_like
A0A8H3NWX1	Cutinase_like
A0A8H3P2V5	Cutinase_like
A0A8H3P4I3	Cutinase_like
A0A8H3S091	Cutinase_like
A0A8H3SHJ2	Cutinase_like
A0A8H3TML0	Cutinase_like
A0A8H3TV27	Cutinase_like
A0A8H3U517	Cutinase_like
A0A8H3U986	Cutinase_like
A0A8H3UGR9	Cutinase_like
A0A8H3UL71	Cutinase_like
A0A8H3UNT4	Cutinase_like
A0A8H3UXA3	Cutinase_like
A0A8H3VHV9	Cutinase_like
A0A8H3VSZ7	Cutinase_like
A0A8H3W0F0	Cutinase_like
A0A8H3W628	Cutinase_like
A0A8H3W6Q8	Cutinase_like
A0A8H3WH12	Cutinase_like
A0A8H3WHQ5	Cutinase_like
A0A8H3WKX9	Cutinase_like
A0A8H3YMB6	Cutinase_like
A0A8H3YQU8	Cutinase_like
A0A8H3YUX7	Cutinase_like
A0A8H3ZUB9	Cutinase_like
A0A8H4A8Z6	Cutinase_like
A0A8H4AMA8	Cutinase_like
A0A8H4AVI9	Cutinase_like
A0A8H4CFA0	Cutinase_like
A0A8H4CMQ9	Cutinase_like
A0A8H4CWW4	Cutinase_like
A0A8H4FEW2	Cutinase_like
A0A8H4FEZ7	Cutinase_like
A0A8H4FHY4	Cutinase_like
A0A8H4FJE4	Cutinase_like
A0A8H4FPN8	Cutinase_like
A0A8H4FQ01	Cutinase_like
A0A8H4FQA6	Cutinase_like
A0A8H4FQM4	Cutinase_like
A0A8H4H9P1	Cutinase_like
A0A8H4IAC4	Cutinase_like
A0A8H4IRR9	Cutinase_like
A0A8H4IXG9	Cutinase_like
A0A8H4J4L5	Cutinase_like
A0A8H4J9U3	Cutinase_like
A0A8H4JA38	Cutinase_like
A0A8H4JDI9	Cutinase_like
A0A8H4JG37	Cutinase_like
A0A8H4JGE8	Cutinase_like
A0A8H4JGX7	Cutinase_like
A0A8H4JHV6	Cutinase_like
A0A8H4JL51	Cutinase_like
A0A8H4JWL2	Cutinase_like
A0A8H4JX95	Cutinase_like
A0A8H4JXB5	Cutinase_like
A0A8H4K0B3	Cutinase_like
A0A8H4K417	Cutinase_like
A0A8H4K448	Cutinase_like
A0A8H4K4M4	Cutinase_like
A0A8H4K4Q9	Cutinase_like
A0A8H4K4U4	Cutinase_like
A0A8H4K731	Cutinase_like
A0A8H4K9A7	Cutinase_like
A0A8H4KAV3	Cutinase_like
A0A8H4KJT9	Cutinase_like
A0A8H4KL47	Cutinase_like
A0A8H4KP00	Cutinase_like
A0A8H4KVV3	Cutinase_like
A0A8H4KWE3	Cutinase_like
A0A8H4L584	Cutinase_like
A0A8H4L7W3	Cutinase_like
A0A8H4L8F9	Cutinase_like
A0A8H4L8N3	Cutinase_like
A0A8H4LAH1	Cutinase_like
A0A8H4LF82	Cutinase_like
A0A8H4LFT7	Cutinase_like
A0A8H4LG73	Cutinase_like
A0A8H4LIR8	Cutinase_like
A0A8H4LM79	Cutinase_like
A0A8H4LMU1	Cutinase_like
A0A8H4LPN4	Cutinase_like
A0A8H4LQ20	Cutinase_like
A0A8H4LTL8	Cutinase_like
A0A8H4MWP4	Cutinase_like
A0A8H4N5J5	Cutinase_like
A0A8H4NC29	Cutinase_like
A0A8H4NF57	Cutinase_like
A0A8H4NHQ4	Cutinase_like
A0A8H4NIU8	Cutinase_like
A0A8H4NKS7	Cutinase_like
A0A8H4NLI7	Cutinase_like
A0A8H4NRH3	Cutinase_like
A0A8H4NW72	Cutinase_like
A0A8H4NXA2	Cutinase_like
A0A8H4P8G3	Cutinase_like
A0A8H4PB76	Cutinase_like
A0A8H4PGF5	Cutinase_like
A0A8H4PIQ0	Cutinase_like
A0A8H4PM14	Cutinase_like
A0A8H4PMW6	Cutinase_like
A0A8H4Q0Z6	Cutinase_like
A0A8H4QX07	Cutinase_like
A0A8H4RM48	Cutinase_like
A0A8H4T2D3	Cutinase_like
A0A8H4TZ14	Cutinase_like
A0A8H4U2Q7	Cutinase_like
A0A8H4UD66	Cutinase_like
A0A8H4VCU5	Cutinase_like
A0A8H4VDG2	Cutinase_like
A0A8H4VFB8	Cutinase_like
A0A8H4WTK7	Cutinase_like
A0A8H4XB71	Cutinase_like
A0A8H4XE44	Cutinase_like
A0A8H4ZQX1	Cutinase_like
A0A8H5ATS2	Cutinase_like
A0A8H5B259	Cutinase_like
A0A8H5EA99	Cutinase_like
A0A8H5G4I7	Cutinase_like
A0A8H5I634	Cutinase_like
A0A8H5I7Z7	Cutinase_like
A0A8H5I871	Cutinase_like
A0A8H5I8M1	Cutinase_like
A0A8H5ILV8	Cutinase_like
A0A8H5IMJ8	Cutinase_like
A0A8H5INQ3	Cutinase_like
A0A8H5IPP5	Cutinase_like
A0A8H5IQK5	Cutinase_like
A0A8H5IRK7	Cutinase_like
A0A8H5ITN2	Cutinase_like
A0A8H5IUU8	Cutinase_like
A0A8H5IV74	Cutinase_like
A0A8H5IV82	Cutinase_like
A0A8H5IXX2	Cutinase_like
A0A8H5IZ88	Cutinase_like
A0A8H5J7N5	Cutinase_like
A0A8H5J8J7	Cutinase_like
A0A8H5J8W2	Cutinase_like
A0A8H5JEQ2	Cutinase_like
A0A8H5JEW3	Cutinase_like
A0A8H5JIU1	Cutinase_like
A0A8H5JMF9	Cutinase_like
A0A8H5JNB9	Cutinase_like
A0A8H5JNR9	Cutinase_like
A0A8H5JNU3	Cutinase_like
A0A8H5JPI7	Cutinase_like
A0A8H5JS35	Cutinase_like
A0A8H5JTA2	Cutinase_like
A0A8H5JUK8	Cutinase_like
A0A8H5JVY6	Cutinase_like
A0A8H5JWY3	Cutinase_like
A0A8H5JX87	Cutinase_like
A0A8H5JYP9	Cutinase_like
A0A8H5K017	Cutinase_like
A0A8H5K1J8	Cutinase_like
A0A8H5K2Q9	Cutinase_like
A0A8H5K305	Cutinase_like
A0A8H5K349	Cutinase_like
A0A8H5K7Q0	Cutinase_like
A0A8H5K8M5	Cutinase_like
A0A8H5KAU2	Cutinase_like
A0A8H5KAW0	Cutinase_like
A0A8H5KEU3	Cutinase_like
A0A8H5KG93	Cutinase_like
A0A8H5KGB5	Cutinase_like
A0A8H5KIQ7	Cutinase_like
A0A8H5KJ78	Cutinase_like
A0A8H5KKA0	Cutinase_like
A0A8H5KM28	Cutinase_like
A0A8H5KM57	Cutinase_like
A0A8H5KNI2	Cutinase_like
A0A8H5KQG4	Cutinase_like
A0A8H5KQP6	Cutinase_like
A0A8H5KQU1	Cutinase_like
A0A8H5KSS9	Cutinase_like
A0A8H5KU29	Cutinase_like
A0A8H5KUN0	Cutinase_like
A0A8H5KXX9	Cutinase_like
A0A8H5KYL2	Cutinase_like
A0A8H5L1F3	Cutinase_like
A0A8H5L2K6	Cutinase_like
A0A8H5L325	Cutinase_like
A0A8H5L692	Cutinase_like
A0A8H5L977	Cutinase_like
A0A8H5LA97	Cutinase_like
A0A8H5LBP8	Cutinase_like
A0A8H5LDR8	Cutinase_like
A0A8H5MHY2	Cutinase_like
A0A8H5MI96	Cutinase_like
A0A8H5MIX5	Cutinase_like
A0A8H5MLM1	Cutinase_like
A0A8H5MPP0	Cutinase_like
A0A8H5MRX5	Cutinase_like
A0A8H5MSV6	Cutinase_like
A0A8H5MT58	Cutinase_like
A0A8H5MTD1	Cutinase_like
A0A8H5MTT3	Cutinase_like
A0A8H5MUE3	Cutinase_like
A0A8H5MVL1	Cutinase_like
A0A8H5MW63	Cutinase_like
A0A8H5MXM0	Cutinase_like
A0A8H5N3W5	Cutinase_like
A0A8H5N4K5	Cutinase_like
A0A8H5N5T4	Cutinase_like
A0A8H5N6D7	Cutinase_like
A0A8H5NC63	Cutinase_like
A0A8H5NET8	Cutinase_like
A0A8H5NFK2	Cutinase_like
A0A8H5NHV2	Cutinase_like
A0A8H5NL96	Cutinase_like
A0A8H5NLI3	Cutinase_like
A0A8H5NMU6	Cutinase_like
A0A8H5NR36	Cutinase_like
A0A8H5NUD1	Cutinase_like
A0A8H5NX96	Cutinase_like
A0A8H5P2M9	Cutinase_like
A0A8H5P613	Cutinase_like
A0A8H5P896	Cutinase_like
A0A8H5PB31	Cutinase_like
A0A8H5PBC0	Cutinase_like
A0A8H5PBT8	Cutinase_like
A0A8H5PCB3	Cutinase_like
A0A8H5PCS3	Cutinase_like
A0A8H5PDX5	Cutinase_like
A0A8H5PE10	Cutinase_like
A0A8H5PFV9	Cutinase_like
A0A8H5PL89	Cutinase_like
A0A8H5PP11	Cutinase_like
A0A8H5PQQ7	Cutinase_like
A0A8H5PRI1	Cutinase_like
A0A8H5PU25	Cutinase_like
A0A8H5PU57	Cutinase_like
A0A8H5PUA0	Cutinase_like
A0A8H5Q4B6	Cutinase_like
A0A8H5Q5D7	Cutinase_like
A0A8H5Q8M3	Cutinase_like
A0A8H5QA08	Cutinase_like
A0A8H5QAQ5	Cutinase_like
A0A8H5QAU6	Cutinase_like
A0A8H5QTF7	Cutinase_like
A0A8H5QY52	Cutinase_like
A0A8H5R3T4	Cutinase_like
A0A8H5R7R6	Cutinase_like
A0A8H5RLB9	Cutinase_like
A0A8H5RPY3	Cutinase_like
A0A8H5RQ10	Cutinase_like
A0A8H5S2T8	Cutinase_like
A0A8H5S350	Cutinase_like
A0A8H5S3W7	Cutinase_like
A0A8H5S9E6	Cutinase_like
A0A8H5S9J8	Cutinase_like
A0A8H5S9Z7	Cutinase_like
A0A8H5SCC8	Cutinase_like
A0A8H5SED2	Cutinase_like
A0A8H5SEF2	Cutinase_like
A0A8H5SH28	Cutinase_like
