genus1	genus2	similarity
Gordonia	Haloprofundus	0.9982427872688735
Gordonia	Halopseudomonas	0.9982427872688735
Gordonia	Halorubrum	0.9982427872688735
Gordonia	Hansschlegelia	0.9982427872688735
Gordonia	Hartmannibacter	0.9982427872688735
Gordonia	Helianthus	0.9982427872688735
Gordonia	Henriciella	0.9982427872688735
Gordonia	Hydrocarboniclastica	0.9982427872688735
Gordonia	Hydrogenophaga	0.9982427872688735
Gordonia	Hymenobacter	0.9982427872688735
Gordonia	Hyphomonas	0.9982427872688735
Gordonia	Intrasporangium	0.9982427872688735
Gordonia	Kibdelosporangium	0.9982427872688735
Gordonia	Kitasatospora	0.6757567990556248
Gordonia	Klebsiella	0.9982427872688735
Gordonia	Kocuria	0.9982427872688735
Gordonia	Labrys	0.9982427872688735
Gordonia	Lacibacter	0.9982427872688735
Gordonia	Legionella	0.9982427872688735
Gordonia	Lentzea	0.9982427872688735
Gordonia	Leucobacter	0.9982427872688735
Gordonia	Limnobacter	0.9982427872688735
Gordonia	Luteimonas	0.9982427872688735
Gordonia	Maliponia	0.9982427872688735
Gordonia	Mangrovivirga	0.9982427872688735
Gordonia	Marinobacter	0.9982427872688735
Gordonia	Martelella	0.9982427872688735
Gordonia	Massilia	0.9982427872688735
Gordonia	Mesorhizobium	0.9982427872688735
Gordonia	Metapseudomonas	0.9982427872688735
Gordonia	Methyloceanibacter	0.9982427872688735
Gordonia	Methylocella	0.9982427872688735
Gordonia	Microbacterium	0.7477649462049711
Gordonia	Micromonospora	0.7477649462049711
Gordonia	Microterricola	0.9982427872688735
Gordonia	Microvirga	0.7477649462049711
Gordonia	Modestobacter	0.9982427872688735
Gordonia	Mycobacterium	0.9996569141461992
Gordonia	Mycolicibacterium	0.6148717992275091
Gordonia	Natrinema	0.9982427872688735
Gordonia	Neobacillus	0.9982427872688735
Gordonia	Neorhizobium	0.9982427872688735
Gordonia	Neoroseomonas	0.9982427872688735
Gordonia	Niveibacterium	0.9982427872688735
Gordonia	Nocardia	0.9982427872688735
Gordonia	Nocardiopsis	0.9982427872688735
Gordonia	Novosphingobium	0.9982427872688735
Gordonia	Oceanococcus	0.9982427872688735
Gordonia	Oleomonas	0.9982427872688735
Gordonia	Paenibacillus	0.992637555030626
Gordonia	Panacagrimonas	0.9982427872688735
Gordonia	Paracoccus	0.9982427872688735
Gordonia	Paracraurococcus	0.9982427872688735
Gordonia	Parafrankia	0.9982427872688735
Gordonia	Paraperlucidibaca	0.9982427872688735
Gordonia	Pedobacter	0.9982427872688735
Gordonia	Pelomonas	0.9982427872688735
Gordonia	Peribacillus	0.9982427872688735
Gordonia	Phenylobacterium	0.9982427872688735
Gordonia	Phnomibacter	0.9982427872688735
Gordonia	Phyllobacterium	0.9982427872688735
Gordonia	Phytohabitans	0.9982427872688735
Gordonia	Planctomyces	0.9982427872688735
Gordonia	Planobispora	0.9982427872688735
Gordonia	Polaromonas	0.9982427872688735
Gordonia	Prauserella	0.9982427872688735
Gordonia	Pseudarthrobacter	0.9982427872688735
Gordonia	Pseudofrankia	0.9984531365226311
Gordonia	Pseudogemmobacter	0.9982427872688735
Gordonia	Pseudorhodoferax	0.9982427872688735
Gordonia	Pseudoroseicyclus	0.9982427872688735
Gordonia	Pueribacillus	0.9982427872688735
Gordonia	Pullulanibacillus	0.9982427872688735
Gordonia	Rahnella	0.9982427872688735
Gordonia	Ramlibacter	0.9982427872688735
Gordonia	Raoultella	0.9982427872688735
Gordonia	Rathayibacter	0.9982427872688735
Gordonia	Reyranella	0.9982427872688735
Gordonia	Rhizobium	0.9977921573106818
Gordonia	Rhodanobacter	0.9982427872688735
Gordonia	Rhodococcus	0.8736383433285793
Gordonia	Rhodoferax	0.9982427872688735
Gordonia	Rhodopila	0.9982427872688735
Gordonia	Rivibacter	0.9982427872688735
Gordonia	Roseicella	0.9982427872688735
Gordonia	Roseitalea	0.9982427872688735
Gordonia	Roseivirga	0.9982427872688735
Gordonia	Roseomonas	0.9982427872688735
Gordonia	Saccharomonospora	0.9982427872688735
Gordonia	Salinarimonas	0.9982427872688735
Gordonia	Saliniramus	0.9982427872688735
Gordonia	Serinicoccus	0.9982427872688735
Gordonia	Serratia	0.9982427872688735
Gordonia	Silvimonas	0.9982427872688735
Gordonia	Sinimarinibacterium	0.9982427872688735
Gordonia	Sinorhizobium	0.9982427872688735
Gordonia	Solimonas	0.9982427872688735
Gordonia	Sorangium	0.9982427872688735
Gordonia	Spectribacter	0.9982427872688735
Gordonia	Sphingobium	0.9982427872688735
Gordonia	Sphingomonas	0.9999976549518622
Gordonia	Sphingopyxis	0.9982427872688735
Gordonia	Stagnihabitans	0.9982427872688735
Gordonia	Stagnimonas	0.9982427872688735
Gordonia	Stenotrophomonas	0.9982427872688735
Gordonia	Streptomonospora	0.9982427872688735
Gordonia	Streptomyces	0.999120564724498
Gordonia	Tabrizicola	0.9982427872688735
Gordonia	Tahibacter	0.9982427872688735
Gordonia	Tessaracoccus	0.9982427872688735
Gordonia	Thermomonas	0.9982427872688735
Gordonia	Thioclava	0.7477649462049711
Gordonia	Tistrella	0.9982427872688735
Gordonia	Tsukamurella	0.9982427872688735
Gordonia	Tsuneonella	0.9982427872688735
Gordonia	Umezawaea	0.9982427872688735
Gordonia	Vitis	0.9982427872688735
Gordonia	Vulcanimicrobium	0.9982427872688735
Gordonia	Wenjunlia	0.9982427872688735
Gordonia	Williamsia	0.9982427872688735
Gordonia	Xaviernesmea	0.9982427872688735
Gordonia	bacterium	0.9982427872688735
Gordonia	uncultured	0.9982427872688735
Granulosicoccus	Kushneria	1.0
Granulosicoccus	Methylobacterium	0.9494231490810533
Granulosicoccus	Paraburkholderia	0.9705058091462746
Granulosicoccus	Paracidovorax	1.0
Granulosicoccus	Ralstonia	0.6951653759842311
Granulosicoccus	Tepidimonas	1.0
Granulosicoccus	Variovorax	0.9390027100159213
Granulosicoccus	Xanthomonas	1.0
Granulosicoccus	termite	1.0
Haliea	Haloechinothrix	1.0
Haliea	Hazenella	1.0
Haliea	Heterostelium	0.9943849008380186
Haliea	Ideonella	0.8912197993467486
Haliea	Kitasatospora	0.7758723749819598
Haliea	Lunatimonas	1.0
Haliea	Macrophomina	1.0
Haliea	Metarhizium	1.0
Haliea	Microbacterium	0.7071067811865476
Haliea	Micromonospora	0.7071067811865476
Haliea	Microvirga	0.7071067811865476
Haliea	Moelleriella	1.0
Haliea	Moniliophthora	1.0
Haliea	Mycolicibacterium	0.8236764700073154
Haliea	Neobodo	1.0
Haliea	Nocardioides	0.9753128779879184
Haliea	OM182	1.0
Haliea	Ochrobactrum	1.0
Haliea	Ophiocordyceps	1.0
Haliea	Paraglaciecola	1.0
Haliea	Parapedobacter	1.0
Haliea	Parvicella	1.0
Haliea	Pelagomonas	1.0
Haliea	Penicillium	1.0
Haliea	Phaeoacremonium	1.0
Haliea	Pseudoduganella	1.0
Haliea	Pseudomonas	0.8378656810137066
Haliea	Pseudopithomyces	1.0
Haliea	Pyrenophora	1.0
Haliea	Raineyella	1.0
Haliea	Ralstonia	0.6951653759842311
Haliea	Rariglobus	1.0
Haliea	Rhabdobacter	1.0
Haliea	Rhizophlyctis	1.0
Haliea	Rhynchosporium	1.0
Haliea	Roseobacter	1.0
Haliea	Rothia	1.0
Haliea	SAR86	1.0
Haliea	Salinomyces	1.0
Haliea	Sediminihaliea	1.0
Haliea	Spirosoma	1.0
Haliea	Sporothrix	1.0
Haliea	Steroidobacter	1.0
Haliea	Thermogutta	1.0
Haliea	Thioclava	0.7071067811865476
Haliea	Trematosphaeria	1.0
Haliea	Venturia	1.0
Haliea	Verruconis	1.0
Haliea	Verticillium	1.0
Haliea	Xiashengella	1.0
Haliea	marine	1.0
Haloarcula	Haloprofundus	1.0
Haloarcula	Halopseudomonas	1.0
Haloarcula	Halorubrum	1.0
Haloarcula	Hansschlegelia	1.0
Haloarcula	Hartmannibacter	1.0
Haloarcula	Helianthus	1.0
Haloarcula	Henriciella	1.0
Haloarcula	Hydrocarboniclastica	1.0
Haloarcula	Hydrogenophaga	1.0
Haloarcula	Hymenobacter	1.0
Haloarcula	Hyphomonas	1.0
Haloarcula	Intrasporangium	1.0
Haloarcula	Kibdelosporangium	1.0
Haloarcula	Kitasatospora	0.6308898935153844
Haloarcula	Klebsiella	1.0
Haloarcula	Kocuria	1.0
Haloarcula	Labrys	1.0
Haloarcula	Lacibacter	1.0
Haloarcula	Legionella	1.0
Haloarcula	Lentzea	1.0
Haloarcula	Leucobacter	1.0
Haloarcula	Limnobacter	1.0
Haloarcula	Luteimonas	1.0
Haloarcula	Maliponia	1.0
Haloarcula	Mangrovivirga	1.0
Haloarcula	Marinobacter	1.0
Haloarcula	Martelella	1.0
Haloarcula	Massilia	1.0
Haloarcula	Mesorhizobium	1.0
Haloarcula	Metapseudomonas	1.0
Haloarcula	Methyloceanibacter	1.0
Haloarcula	Methylocella	1.0
Haloarcula	Microbacterium	0.7071067811865476
Haloarcula	Micromonospora	0.7071067811865476
Haloarcula	Microterricola	1.0
Haloarcula	Microvirga	0.7071067811865476
Haloarcula	Modestobacter	1.0
Haloarcula	Mycobacterium	0.9994523890974522
Haloarcula	Natrinema	1.0
Haloarcula	Neobacillus	1.0
Haloarcula	Neorhizobium	1.0
Haloarcula	Neoroseomonas	1.0
Haloarcula	Niveibacterium	1.0
Haloarcula	Nocardia	1.0
Haloarcula	Nocardiopsis	1.0
Haloarcula	Novosphingobium	1.0
Haloarcula	Oceanococcus	1.0
Haloarcula	Oleomonas	1.0
Haloarcula	Paenibacillus	0.9943849008380186
Haloarcula	Panacagrimonas	1.0
Haloarcula	Paracoccus	1.0
Haloarcula	Paracraurococcus	1.0
Haloarcula	Parafrankia	1.0
Haloarcula	Paraperlucidibaca	1.0
Haloarcula	Pedobacter	1.0
Haloarcula	Pelomonas	1.0
Haloarcula	Peribacillus	1.0
Haloarcula	Phenylobacterium	1.0
Haloarcula	Phnomibacter	1.0
Haloarcula	Phyllobacterium	1.0
Haloarcula	Phytohabitans	1.0
Haloarcula	Planctomyces	1.0
Haloarcula	Planobispora	1.0
Haloarcula	Polaromonas	1.0
Haloarcula	Prauserella	1.0
Haloarcula	Pseudarthrobacter	1.0
Haloarcula	Pseudofrankia	0.9934039920387389
Haloarcula	Pseudogemmobacter	1.0
Haloarcula	Pseudorhodoferax	1.0
Haloarcula	Pseudoroseicyclus	1.0
Haloarcula	Pueribacillus	1.0
Haloarcula	Pullulanibacillus	1.0
Haloarcula	Rahnella	1.0
Haloarcula	Ramlibacter	1.0
Haloarcula	Raoultella	1.0
Haloarcula	Rathayibacter	1.0
Haloarcula	Reyranella	1.0
Haloarcula	Rhizobium	0.9921033641374599
Haloarcula	Rhodanobacter	1.0
Haloarcula	Rhodococcus	0.8432703738206657
Haloarcula	Rhodoferax	1.0
Haloarcula	Rhodopila	1.0
Haloarcula	Rivibacter	1.0
Haloarcula	Roseicella	1.0
Haloarcula	Roseitalea	1.0
Haloarcula	Roseivirga	1.0
Haloarcula	Roseomonas	1.0
Haloarcula	Saccharomonospora	1.0
Haloarcula	Salinarimonas	1.0
Haloarcula	Saliniramus	1.0
Haloarcula	Serinicoccus	1.0
Haloarcula	Serratia	1.0
Haloarcula	Silvimonas	1.0
Haloarcula	Sinimarinibacterium	1.0
Haloarcula	Sinorhizobium	1.0
Haloarcula	Solimonas	1.0
Haloarcula	Sorangium	1.0
Haloarcula	Spectribacter	1.0
Haloarcula	Sphingobium	1.0
Haloarcula	Sphingomonas	0.9983687759654895
Haloarcula	Sphingopyxis	1.0
Haloarcula	Stagnihabitans	1.0
Haloarcula	Stagnimonas	1.0
Haloarcula	Stenotrophomonas	1.0
Haloarcula	Streptomonospora	1.0
Haloarcula	Streptomyces	0.9990536105975776
Haloarcula	Tabrizicola	1.0
Haloarcula	Tahibacter	1.0
Haloarcula	Tessaracoccus	1.0
Haloarcula	Thermomonas	1.0
Haloarcula	Thioclava	0.7071067811865476
Haloarcula	Tistrella	1.0
Haloarcula	Tsukamurella	1.0
Haloarcula	Tsuneonella	1.0
Haloarcula	Umezawaea	1.0
Haloarcula	Vitis	1.0
Haloarcula	Vulcanimicrobium	1.0
Haloarcula	Wenjunlia	1.0
Haloarcula	Williamsia	1.0
Haloarcula	Xaviernesmea	1.0
Haloarcula	bacterium	1.0
Haloarcula	uncultured	1.0
Haloechinothrix	Hazenella	1.0
Haloechinothrix	Heterostelium	0.9943849008380186
Haloechinothrix	Ideonella	0.8912197993467486
Haloechinothrix	Kitasatospora	0.7758723749819598
Haloechinothrix	Lunatimonas	1.0
Haloechinothrix	Macrophomina	1.0
Haloechinothrix	Metarhizium	1.0
Haloechinothrix	Microbacterium	0.7071067811865476
Haloechinothrix	Micromonospora	0.7071067811865476
Haloechinothrix	Microvirga	0.7071067811865476
Haloechinothrix	Moelleriella	1.0
Haloechinothrix	Moniliophthora	1.0
Haloechinothrix	Mycolicibacterium	0.8236764700073154
Haloechinothrix	Neobodo	1.0
Haloechinothrix	Nocardioides	0.9753128779879184
Haloechinothrix	OM182	1.0
Haloechinothrix	Ochrobactrum	1.0
Haloechinothrix	Ophiocordyceps	1.0
Haloechinothrix	Paraglaciecola	1.0
Haloechinothrix	Parapedobacter	1.0
Haloechinothrix	Parvicella	1.0
Haloechinothrix	Pelagomonas	1.0
Haloechinothrix	Penicillium	1.0
Haloechinothrix	Phaeoacremonium	1.0
Haloechinothrix	Pseudoduganella	1.0
Haloechinothrix	Pseudomonas	0.8378656810137066
Haloechinothrix	Pseudopithomyces	1.0
Haloechinothrix	Pyrenophora	1.0
Haloechinothrix	Raineyella	1.0
Haloechinothrix	Ralstonia	0.6951653759842311
Haloechinothrix	Rariglobus	1.0
Haloechinothrix	Rhabdobacter	1.0
Haloechinothrix	Rhizophlyctis	1.0
Haloechinothrix	Rhynchosporium	1.0
Haloechinothrix	Roseobacter	1.0
Haloechinothrix	Rothia	1.0
Haloechinothrix	SAR86	1.0
Haloechinothrix	Salinomyces	1.0
Haloechinothrix	Sediminihaliea	1.0
Haloechinothrix	Spirosoma	1.0
Haloechinothrix	Sporothrix	1.0
Haloechinothrix	Steroidobacter	1.0
Haloechinothrix	Thermogutta	1.0
Haloechinothrix	Thioclava	0.7071067811865476
Haloechinothrix	Trematosphaeria	1.0
Haloechinothrix	Venturia	1.0
Haloechinothrix	Verruconis	1.0
Haloechinothrix	Verticillium	1.0
Haloechinothrix	Xiashengella	1.0
Haloechinothrix	marine	1.0
Haloprofundus	Halopseudomonas	1.0
Haloprofundus	Halorubrum	1.0
Haloprofundus	Hansschlegelia	1.0
Haloprofundus	Hartmannibacter	1.0
Haloprofundus	Helianthus	1.0
Haloprofundus	Henriciella	1.0
Haloprofundus	Hydrocarboniclastica	1.0
Haloprofundus	Hydrogenophaga	1.0
Haloprofundus	Hymenobacter	1.0
Haloprofundus	Hyphomonas	1.0
Haloprofundus	Intrasporangium	1.0
Haloprofundus	Kibdelosporangium	1.0
Haloprofundus	Kitasatospora	0.6308898935153844
Haloprofundus	Klebsiella	1.0
Haloprofundus	Kocuria	1.0
Haloprofundus	Labrys	1.0
Haloprofundus	Lacibacter	1.0
Haloprofundus	Legionella	1.0
Haloprofundus	Lentzea	1.0
Haloprofundus	Leucobacter	1.0
Haloprofundus	Limnobacter	1.0
Haloprofundus	Luteimonas	1.0
Haloprofundus	Maliponia	1.0
Haloprofundus	Mangrovivirga	1.0
Haloprofundus	Marinobacter	1.0
Haloprofundus	Martelella	1.0
Haloprofundus	Massilia	1.0
Haloprofundus	Mesorhizobium	1.0
Haloprofundus	Metapseudomonas	1.0
Haloprofundus	Methyloceanibacter	1.0
Haloprofundus	Methylocella	1.0
Haloprofundus	Microbacterium	0.7071067811865476
Haloprofundus	Micromonospora	0.7071067811865476
Haloprofundus	Microterricola	1.0
Haloprofundus	Microvirga	0.7071067811865476
Haloprofundus	Modestobacter	1.0
Haloprofundus	Mycobacterium	0.9994523890974522
Haloprofundus	Natrinema	1.0
Haloprofundus	Neobacillus	1.0
Haloprofundus	Neorhizobium	1.0
Haloprofundus	Neoroseomonas	1.0
Haloprofundus	Niveibacterium	1.0
Haloprofundus	Nocardia	1.0
Haloprofundus	Nocardiopsis	1.0
Haloprofundus	Novosphingobium	1.0
Haloprofundus	Oceanococcus	1.0
Haloprofundus	Oleomonas	1.0
Haloprofundus	Paenibacillus	0.9943849008380186
Haloprofundus	Panacagrimonas	1.0
Haloprofundus	Paracoccus	1.0
Haloprofundus	Paracraurococcus	1.0
Haloprofundus	Parafrankia	1.0
Haloprofundus	Paraperlucidibaca	1.0
Haloprofundus	Pedobacter	1.0
Haloprofundus	Pelomonas	1.0
Haloprofundus	Peribacillus	1.0
Haloprofundus	Phenylobacterium	1.0
Haloprofundus	Phnomibacter	1.0
Haloprofundus	Phyllobacterium	1.0
Haloprofundus	Phytohabitans	1.0
Haloprofundus	Planctomyces	1.0
Haloprofundus	Planobispora	1.0
Haloprofundus	Polaromonas	1.0
Haloprofundus	Prauserella	1.0
Haloprofundus	Pseudarthrobacter	1.0
Haloprofundus	Pseudofrankia	0.9934039920387389
Haloprofundus	Pseudogemmobacter	1.0
Haloprofundus	Pseudorhodoferax	1.0
Haloprofundus	Pseudoroseicyclus	1.0
Haloprofundus	Pueribacillus	1.0
Haloprofundus	Pullulanibacillus	1.0
Haloprofundus	Rahnella	1.0
Haloprofundus	Ramlibacter	1.0
Haloprofundus	Raoultella	1.0
Haloprofundus	Rathayibacter	1.0
Haloprofundus	Reyranella	1.0
Haloprofundus	Rhizobium	0.9921033641374599
Haloprofundus	Rhodanobacter	1.0
Haloprofundus	Rhodococcus	0.8432703738206657
Haloprofundus	Rhodoferax	1.0
Haloprofundus	Rhodopila	1.0
Haloprofundus	Rivibacter	1.0
Haloprofundus	Roseicella	1.0
Haloprofundus	Roseitalea	1.0
Haloprofundus	Roseivirga	1.0
Haloprofundus	Roseomonas	1.0
Haloprofundus	Saccharomonospora	1.0
Haloprofundus	Salinarimonas	1.0
Haloprofundus	Saliniramus	1.0
Haloprofundus	Serinicoccus	1.0
Haloprofundus	Serratia	1.0
Haloprofundus	Silvimonas	1.0
Haloprofundus	Sinimarinibacterium	1.0
Haloprofundus	Sinorhizobium	1.0
Haloprofundus	Solimonas	1.0
Haloprofundus	Sorangium	1.0
Haloprofundus	Spectribacter	1.0
Haloprofundus	Sphingobium	1.0
Haloprofundus	Sphingomonas	0.9983687759654895
Haloprofundus	Sphingopyxis	1.0
Haloprofundus	Stagnihabitans	1.0
Haloprofundus	Stagnimonas	1.0
Haloprofundus	Stenotrophomonas	1.0
Haloprofundus	Streptomonospora	1.0
Haloprofundus	Streptomyces	0.9990536105975776
Haloprofundus	Tabrizicola	1.0
Haloprofundus	Tahibacter	1.0
Haloprofundus	Tessaracoccus	1.0
Haloprofundus	Thermomonas	1.0
Haloprofundus	Thioclava	0.7071067811865476
Haloprofundus	Tistrella	1.0
Haloprofundus	Tsukamurella	1.0
Haloprofundus	Tsuneonella	1.0
Haloprofundus	Umezawaea	1.0
Haloprofundus	Vitis	1.0
Haloprofundus	Vulcanimicrobium	1.0
Haloprofundus	Wenjunlia	1.0
Haloprofundus	Williamsia	1.0
Haloprofundus	Xaviernesmea	1.0
Haloprofundus	bacterium	1.0
Haloprofundus	uncultured	1.0
Halopseudomonas	Halorubrum	1.0
Halopseudomonas	Hansschlegelia	1.0
Halopseudomonas	Hartmannibacter	1.0
Halopseudomonas	Helianthus	1.0
Halopseudomonas	Henriciella	1.0
Halopseudomonas	Hydrocarboniclastica	1.0
Halopseudomonas	Hydrogenophaga	1.0
Halopseudomonas	Hymenobacter	1.0
Halopseudomonas	Hyphomonas	1.0
Halopseudomonas	Intrasporangium	1.0
Halopseudomonas	Kibdelosporangium	1.0
Halopseudomonas	Kitasatospora	0.6308898935153844
Halopseudomonas	Klebsiella	1.0
Halopseudomonas	Kocuria	1.0
Halopseudomonas	Labrys	1.0
Halopseudomonas	Lacibacter	1.0
Halopseudomonas	Legionella	1.0
Halopseudomonas	Lentzea	1.0
Halopseudomonas	Leucobacter	1.0
Halopseudomonas	Limnobacter	1.0
Halopseudomonas	Luteimonas	1.0
Halopseudomonas	Maliponia	1.0
Halopseudomonas	Mangrovivirga	1.0
Halopseudomonas	Marinobacter	1.0
Halopseudomonas	Martelella	1.0
Halopseudomonas	Massilia	1.0
Halopseudomonas	Mesorhizobium	1.0
Halopseudomonas	Metapseudomonas	1.0
Halopseudomonas	Methyloceanibacter	1.0
Halopseudomonas	Methylocella	1.0
Halopseudomonas	Microbacterium	0.7071067811865476
Halopseudomonas	Micromonospora	0.7071067811865476
Halopseudomonas	Microterricola	1.0
Halopseudomonas	Microvirga	0.7071067811865476
Halopseudomonas	Modestobacter	1.0
Halopseudomonas	Mycobacterium	0.9994523890974522
Halopseudomonas	Natrinema	1.0
Halopseudomonas	Neobacillus	1.0
Halopseudomonas	Neorhizobium	1.0
Halopseudomonas	Neoroseomonas	1.0
Halopseudomonas	Niveibacterium	1.0
Halopseudomonas	Nocardia	1.0
Halopseudomonas	Nocardiopsis	1.0
Halopseudomonas	Novosphingobium	1.0
Halopseudomonas	Oceanococcus	1.0
Halopseudomonas	Oleomonas	1.0
Halopseudomonas	Paenibacillus	0.9943849008380186
Halopseudomonas	Panacagrimonas	1.0
Halopseudomonas	Paracoccus	1.0
Halopseudomonas	Paracraurococcus	1.0
Halopseudomonas	Parafrankia	1.0
Halopseudomonas	Paraperlucidibaca	1.0
Halopseudomonas	Pedobacter	1.0
Halopseudomonas	Pelomonas	1.0
Halopseudomonas	Peribacillus	1.0
Halopseudomonas	Phenylobacterium	1.0
Halopseudomonas	Phnomibacter	1.0
Halopseudomonas	Phyllobacterium	1.0
Halopseudomonas	Phytohabitans	1.0
Halopseudomonas	Planctomyces	1.0
Halopseudomonas	Planobispora	1.0
Halopseudomonas	Polaromonas	1.0
Halopseudomonas	Prauserella	1.0
Halopseudomonas	Pseudarthrobacter	1.0
Halopseudomonas	Pseudofrankia	0.9934039920387389
Halopseudomonas	Pseudogemmobacter	1.0
Halopseudomonas	Pseudorhodoferax	1.0
Halopseudomonas	Pseudoroseicyclus	1.0
Halopseudomonas	Pueribacillus	1.0
Halopseudomonas	Pullulanibacillus	1.0
Halopseudomonas	Rahnella	1.0
Halopseudomonas	Ramlibacter	1.0
Halopseudomonas	Raoultella	1.0
Halopseudomonas	Rathayibacter	1.0
Halopseudomonas	Reyranella	1.0
Halopseudomonas	Rhizobium	0.9921033641374599
Halopseudomonas	Rhodanobacter	1.0
Halopseudomonas	Rhodococcus	0.8432703738206657
Halopseudomonas	Rhodoferax	1.0
Halopseudomonas	Rhodopila	1.0
Halopseudomonas	Rivibacter	1.0
Halopseudomonas	Roseicella	1.0
Halopseudomonas	Roseitalea	1.0
Halopseudomonas	Roseivirga	1.0
Halopseudomonas	Roseomonas	1.0
Halopseudomonas	Saccharomonospora	1.0
Halopseudomonas	Salinarimonas	1.0
Halopseudomonas	Saliniramus	1.0
Halopseudomonas	Serinicoccus	1.0
Halopseudomonas	Serratia	1.0
Halopseudomonas	Silvimonas	1.0
Halopseudomonas	Sinimarinibacterium	1.0
Halopseudomonas	Sinorhizobium	1.0
Halopseudomonas	Solimonas	1.0
Halopseudomonas	Sorangium	1.0
Halopseudomonas	Spectribacter	1.0
Halopseudomonas	Sphingobium	1.0
Halopseudomonas	Sphingomonas	0.9983687759654895
Halopseudomonas	Sphingopyxis	1.0
Halopseudomonas	Stagnihabitans	1.0
Halopseudomonas	Stagnimonas	1.0
Halopseudomonas	Stenotrophomonas	1.0
Halopseudomonas	Streptomonospora	1.0
Halopseudomonas	Streptomyces	0.9990536105975776
Halopseudomonas	Tabrizicola	1.0
Halopseudomonas	Tahibacter	1.0
Halopseudomonas	Tessaracoccus	1.0
Halopseudomonas	Thermomonas	1.0
Halopseudomonas	Thioclava	0.7071067811865476
Halopseudomonas	Tistrella	1.0
Halopseudomonas	Tsukamurella	1.0
Halopseudomonas	Tsuneonella	1.0
Halopseudomonas	Umezawaea	1.0
Halopseudomonas	Vitis	1.0
Halopseudomonas	Vulcanimicrobium	1.0
Halopseudomonas	Wenjunlia	1.0
Halopseudomonas	Williamsia	1.0
Halopseudomonas	Xaviernesmea	1.0
Halopseudomonas	bacterium	1.0
Halopseudomonas	uncultured	1.0
Halorubrum	Hansschlegelia	1.0
Halorubrum	Hartmannibacter	1.0
Halorubrum	Helianthus	1.0
Halorubrum	Henriciella	1.0
Halorubrum	Hydrocarboniclastica	1.0
Halorubrum	Hydrogenophaga	1.0
Halorubrum	Hymenobacter	1.0
Halorubrum	Hyphomonas	1.0
Halorubrum	Intrasporangium	1.0
Halorubrum	Kibdelosporangium	1.0
Halorubrum	Kitasatospora	0.6308898935153844
Halorubrum	Klebsiella	1.0
Halorubrum	Kocuria	1.0
Halorubrum	Labrys	1.0
Halorubrum	Lacibacter	1.0
Halorubrum	Legionella	1.0
Halorubrum	Lentzea	1.0
Halorubrum	Leucobacter	1.0
Halorubrum	Limnobacter	1.0
Halorubrum	Luteimonas	1.0
Halorubrum	Maliponia	1.0
Halorubrum	Mangrovivirga	1.0
Halorubrum	Marinobacter	1.0
Halorubrum	Martelella	1.0
Halorubrum	Massilia	1.0
Halorubrum	Mesorhizobium	1.0
Halorubrum	Metapseudomonas	1.0
Halorubrum	Methyloceanibacter	1.0
Halorubrum	Methylocella	1.0
Halorubrum	Microbacterium	0.7071067811865476
Halorubrum	Micromonospora	0.7071067811865476
Halorubrum	Microterricola	1.0
Halorubrum	Microvirga	0.7071067811865476
Halorubrum	Modestobacter	1.0
Halorubrum	Mycobacterium	0.9994523890974522
Halorubrum	Natrinema	1.0
Halorubrum	Neobacillus	1.0
Halorubrum	Neorhizobium	1.0
Halorubrum	Neoroseomonas	1.0
Halorubrum	Niveibacterium	1.0
Halorubrum	Nocardia	1.0
Halorubrum	Nocardiopsis	1.0
Halorubrum	Novosphingobium	1.0
Halorubrum	Oceanococcus	1.0
Halorubrum	Oleomonas	1.0
Halorubrum	Paenibacillus	0.9943849008380186
Halorubrum	Panacagrimonas	1.0
Halorubrum	Paracoccus	1.0
Halorubrum	Paracraurococcus	1.0
Halorubrum	Parafrankia	1.0
Halorubrum	Paraperlucidibaca	1.0
Halorubrum	Pedobacter	1.0
Halorubrum	Pelomonas	1.0
Halorubrum	Peribacillus	1.0
Halorubrum	Phenylobacterium	1.0
Halorubrum	Phnomibacter	1.0
Halorubrum	Phyllobacterium	1.0
Halorubrum	Phytohabitans	1.0
Halorubrum	Planctomyces	1.0
Halorubrum	Planobispora	1.0
Halorubrum	Polaromonas	1.0
Halorubrum	Prauserella	1.0
Halorubrum	Pseudarthrobacter	1.0
Halorubrum	Pseudofrankia	0.9934039920387389
Halorubrum	Pseudogemmobacter	1.0
Halorubrum	Pseudorhodoferax	1.0
Halorubrum	Pseudoroseicyclus	1.0
Halorubrum	Pueribacillus	1.0
Halorubrum	Pullulanibacillus	1.0
Halorubrum	Rahnella	1.0
Halorubrum	Ramlibacter	1.0
Halorubrum	Raoultella	1.0
Halorubrum	Rathayibacter	1.0
Halorubrum	Reyranella	1.0
Halorubrum	Rhizobium	0.9921033641374599
Halorubrum	Rhodanobacter	1.0
Halorubrum	Rhodococcus	0.8432703738206657
Halorubrum	Rhodoferax	1.0
Halorubrum	Rhodopila	1.0
Halorubrum	Rivibacter	1.0
Halorubrum	Roseicella	1.0
Halorubrum	Roseitalea	1.0
Halorubrum	Roseivirga	1.0
Halorubrum	Roseomonas	1.0
Halorubrum	Saccharomonospora	1.0
Halorubrum	Salinarimonas	1.0
Halorubrum	Saliniramus	1.0
Halorubrum	Serinicoccus	1.0
Halorubrum	Serratia	1.0
Halorubrum	Silvimonas	1.0
